Parameter Sets,Stats,Variance Ratio,SVM Accuracy,Random Forest Accuracy,Logistic Regression Accuracy,Random Classifier Accuracy
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(8616.275992252828), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(4.8860820895522385), 'Stressed Variance': np.float64(2210.80900032162), 'Stressed Steady State Time': 10.0}",1.8099999999999992,0.65,0.7,0.5,0.5125
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(4.980746268656716), 'Normal Variance': np.float64(1184.9326889953218), 'Normal Steady State Time': 10.0}",1.8099999999999992,0.65,0.7,0.5,0.5125
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(8640.071281052085), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(4.203917910447761), 'Stressed Variance': np.float64(1677.6565891275893), 'Stressed Steady State Time': 10.0}",1.8199999999999992,0.675,0.625,0.5,0.4375
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(4.857014925373134), 'Normal Variance': np.float64(1023.3188089997773), 'Normal Steady State Time': 10.0}",1.8199999999999992,0.675,0.625,0.5,0.4375
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(8640.071281052085), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(5.44634328358209), 'Stressed Variance': np.float64(2705.132120956783), 'Stressed Steady State Time': 10.0}",1.8199999999999992,0.5375,0.5875,0.6,0.4
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.116007462686567), 'Normal Variance': np.float64(1143.11337062681), 'Normal Steady State Time': 10.0}",1.8199999999999992,0.5375,0.5875,0.6,0.4
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(8640.071281052085), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(4.633619402985075), 'Stressed Variance': np.float64(1976.4105786909672), 'Stressed Steady State Time': 10.0}",1.8199999999999992,0.5625,0.5625,0.5125,0.575
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.305298507462687), 'Normal Variance': np.float64(1325.3299271496994), 'Normal Steady State Time': 10.0}",1.8199999999999992,0.5625,0.5625,0.5125,0.575
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(8640.071281052085), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(4.456007462686567), 'Stressed Variance': np.float64(1804.6674676417354), 'Stressed Steady State Time': 10.0}",1.8199999999999992,0.675,0.6625,0.5,0.5125
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(4.888134328358209), 'Normal Variance': np.float64(1153.4415159222542), 'Normal Steady State Time': 10.0}",1.8199999999999992,0.675,0.6625,0.5,0.5125
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(8640.071281052085), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(4.293470149253731), 'Stressed Variance': np.float64(1690.5354797491088), 'Stressed Steady State Time': 10.0}",1.8199999999999992,0.5375,0.6,0.55,0.4625
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(4.830634328358209), 'Normal Variance': np.float64(1012.4313525827021), 'Normal Steady State Time': 10.0}",1.8199999999999992,0.5375,0.6,0.55,0.4625
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(8640.071281052085), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(5.6497014925373135), 'Stressed Variance': np.float64(2625.42400737358), 'Stressed Steady State Time': 10.0}",1.8199999999999992,0.5,0.575,0.525,0.5625
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.332873134328358), 'Normal Variance': np.float64(1202.3892327898752), 'Normal Steady State Time': 10.0}",1.8199999999999992,0.5,0.575,0.525,0.5625
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(8640.071281052085), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(4.818059701492538), 'Stressed Variance': np.float64(2018.149584294943), 'Stressed Steady State Time': 10.0}",1.8199999999999992,0.5875,0.6125,0.5125,0.5625
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.583843283582089), 'Normal Variance': np.float64(1440.2752837366336), 'Normal Steady State Time': 10.0}",1.8199999999999992,0.5875,0.6125,0.5125,0.5625
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(8640.071281052085), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(4.362126865671642), 'Stressed Variance': np.float64(1946.8951701033084), 'Stressed Steady State Time': 10.0}",1.8199999999999992,0.6875,0.675,0.5875,0.475
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.011567164179104), 'Normal Variance': np.float64(1196.5510602305635), 'Normal Steady State Time': 10.0}",1.8199999999999992,0.6875,0.675,0.5875,0.475
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(8640.071281052085), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(4.446865671641791), 'Stressed Variance': np.float64(1756.964191668523), 'Stressed Steady State Time': 10.0}",1.8199999999999992,0.6625,0.6625,0.6125,0.55
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.019477611940299), 'Normal Variance': np.float64(1076.3106653987525), 'Normal Steady State Time': 10.0}",1.8199999999999992,0.6625,0.6625,0.6125,0.55
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(8640.071281052085), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(5.566567164179104), 'Stressed Variance': np.float64(2692.3309419469815), 'Stressed Steady State Time': 10.0}",1.8199999999999992,0.575,0.625,0.6125,0.5125
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.315932835820895), 'Normal Variance': np.float64(1211.529104353698), 'Normal Steady State Time': 10.0}",1.8199999999999992,0.575,0.625,0.6125,0.5125
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(8663.801287561679), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(4.604141791044776), 'Stressed Variance': np.float64(2022.9400500097458), 'Stressed Steady State Time': 10.0}",1.8299999999999992,0.575,0.5875,0.575,0.425
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.331268656716418), 'Normal Variance': np.float64(1354.4861565994654), 'Normal Steady State Time': 10.0}",1.8299999999999992,0.575,0.5875,0.575,0.425
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(8663.801287561679), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(4.781119402985075), 'Stressed Variance': np.float64(2206.470225612609), 'Stressed Steady State Time': 10.0}",1.8299999999999992,0.625,0.675,0.6,0.45
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.015298507462687), 'Normal Variance': np.float64(1185.8616316273112), 'Normal Steady State Time': 10.0}",1.8299999999999992,0.625,0.675,0.6,0.45
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(8663.801287561679), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(4.2343283582089555), 'Stressed Variance': np.float64(1610.7009857429273), 'Stressed Steady State Time': 10.0}",1.8299999999999992,0.625,0.6625,0.625,0.35
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(4.9775), 'Normal Variance': np.float64(1067.7514713619403), 'Normal Steady State Time': 10.0}",1.8299999999999992,0.625,0.6625,0.625,0.35
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(8663.801287561679), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(4.882089552238806), 'Stressed Variance': np.float64(2200.4568433949657), 'Stressed Steady State Time': 10.0}",1.8299999999999992,0.5875,0.675,0.55,0.575
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.348544776119403), 'Normal Variance': np.float64(1213.3963150465024), 'Normal Steady State Time': 10.0}",1.8299999999999992,0.5875,0.675,0.55,0.575
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(8663.801287561679), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(4.307985074626866), 'Stressed Variance': np.float64(1800.2196974326134), 'Stressed Steady State Time': 10.0}",1.8299999999999992,0.65,0.7125,0.6875,0.5125
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.321007462686567), 'Normal Variance': np.float64(1358.0843049551684), 'Normal Steady State Time': 10.0}",1.8299999999999992,0.65,0.7125,0.6875,0.5125
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(8663.801287561679), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(4.47473880597015), 'Stressed Variance': np.float64(1795.1030932153594), 'Stressed Steady State Time': 10.0}",1.8299999999999992,0.625,0.6875,0.575,0.4625
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(4.918955223880597), 'Normal Variance': np.float64(1158.7938795054577), 'Normal Steady State Time': 10.0}",1.8299999999999992,0.625,0.6875,0.575,0.4625
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(8663.801287561679), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(4.1986940298507465), 'Stressed Variance': np.float64(1620.5939162048899), 'Stressed Steady State Time': 10.0}",1.8299999999999992,0.675,0.625,0.575,0.5125
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(4.963582089552239), 'Normal Variance': np.float64(1057.0328528402763), 'Normal Steady State Time': 10.0}",1.8299999999999992,0.675,0.625,0.575,0.5125
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(8663.801287561679), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(5.089402985074627), 'Stressed Variance': np.float64(2365.501783225663), 'Stressed Steady State Time': 10.0}",1.8299999999999992,0.6375,0.65,0.525,0.6
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.355932835820895), 'Normal Variance': np.float64(1217.0331998760857), 'Normal Steady State Time': 10.0}",1.8299999999999992,0.6375,0.65,0.525,0.6
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(8663.801287561679), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(4.5694402985074625), 'Stressed Variance': np.float64(2009.9909989404657), 'Stressed Steady State Time': 10.0}",1.8299999999999992,0.6,0.675,0.5625,0.475
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.355858208955224), 'Normal Variance': np.float64(1363.5198947858657), 'Normal Steady State Time': 10.0}",1.8299999999999992,0.6,0.675,0.5625,0.475
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(8663.801287561679), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(4.555111940298508), 'Stressed Variance': np.float64(2151.853007450156), 'Stressed Steady State Time': 10.0}",1.8299999999999992,0.6625,0.65,0.5875,0.575
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(4.987649253731344), 'Normal Variance': np.float64(1169.9793623844398), 'Normal Steady State Time': 10.0}",1.8299999999999992,0.6625,0.65,0.5875,0.575
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(8687.466546156675), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(4.2833208955223885), 'Stressed Variance': np.float64(1617.6796173298624), 'Stressed Steady State Time': 10.0}",1.8399999999999992,0.5625,0.575,0.575,0.575
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.0067164179104475), 'Normal Variance': np.float64(1065.358686233014), 'Normal Steady State Time': 10.0}",1.8399999999999992,0.5625,0.575,0.575,0.575
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(8687.466546156675), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(5.186343283582089), 'Stressed Variance': np.float64(2501.3031120015594), 'Stressed Steady State Time': 10.0}",1.8399999999999992,0.5625,0.575,0.5375,0.475
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.412089552238806), 'Normal Variance': np.float64(1221.5591374248163), 'Normal Steady State Time': 10.0}",1.8399999999999992,0.5625,0.575,0.5375,0.475
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(8687.466546156675), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(4.803619402985075), 'Stressed Variance': np.float64(2176.6816212282806), 'Stressed Steady State Time': 10.0}",1.8399999999999992,0.5625,0.6125,0.6,0.4125
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.128805970149254), 'Normal Variance': np.float64(1282.7926627533975), 'Normal Steady State Time': 10.0}",1.8399999999999992,0.5625,0.6125,0.6,0.4125
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(8687.466546156675), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(5.013544776119403), 'Stressed Variance': np.float64(2072.381943404712), 'Stressed Steady State Time': 10.0}",1.8399999999999992,0.5875,0.65,0.55,0.5375
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.012014925373134), 'Normal Variance': np.float64(1179.009706387837), 'Normal Steady State Time': 10.0}",1.8399999999999992,0.5875,0.65,0.55,0.5375
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(8687.466546156675), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(4.510559701492538), 'Stressed Variance': np.float64(1710.989291477779), 'Stressed Steady State Time': 10.0}",1.8399999999999992,0.6625,0.5625,0.6375,0.4625
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.00294776119403), 'Normal Variance': np.float64(1068.343610713689), 'Normal Steady State Time': 10.0}",1.8399999999999992,0.6625,0.5625,0.6375,0.4625
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(8687.466546156675), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(5.32134328358209), 'Stressed Variance': np.float64(2662.6336041657387), 'Stressed Steady State Time': 10.0}",1.8399999999999992,0.5375,0.675,0.575,0.475
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.36294776119403), 'Normal Variance': np.float64(1199.0875599674205), 'Normal Steady State Time': 10.0}",1.8399999999999992,0.5375,0.675,0.575,0.475
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(8687.466546156675), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(4.692686567164179), 'Stressed Variance': np.float64(2128.4258569614617), 'Stressed Steady State Time': 10.0}",1.8399999999999992,0.55,0.6,0.45,0.4875
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.351567164179104), 'Normal Variance': np.float64(1363.3978184395191), 'Normal Steady State Time': 10.0}",1.8399999999999992,0.55,0.6,0.45,0.4875
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(8687.466546156675), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(4.893097014925373), 'Stressed Variance': np.float64(2078.5974896622297), 'Stressed Steady State Time': 10.0}",1.8399999999999992,0.575,0.6,0.525,0.3875
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.1025), 'Normal Variance': np.float64(1167.3234116604478), 'Normal Steady State Time': 10.0}",1.8399999999999992,0.575,0.6,0.525,0.3875
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(8687.466546156675), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(4.477798507462687), 'Stressed Variance': np.float64(1739.2451041086547), 'Stressed Steady State Time': 10.0}",1.8399999999999992,0.6,0.6125,0.675,0.4125
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(4.985410447761194), 'Normal Variance': np.float64(1068.4740781897417), 'Normal Steady State Time': 10.0}",1.8399999999999992,0.6,0.6125,0.675,0.4125
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(8687.466546156675), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(4.954477611940298), 'Stressed Variance': np.float64(2351.796509801738), 'Stressed Steady State Time': 10.0}",1.8399999999999992,0.5875,0.7375,0.6375,0.525
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.345410447761194), 'Normal Variance': np.float64(1207.2675946076522), 'Normal Steady State Time': 10.0}",1.8399999999999992,0.5875,0.7375,0.6375,0.525
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(8711.067583961389), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(5.026679104477612), 'Stressed Variance': np.float64(2576.0841762850855), 'Stressed Steady State Time': 10.0}",1.8499999999999992,0.6625,0.675,0.5375,0.475
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.329888059701492), 'Normal Variance': np.float64(1350.570838047171), 'Normal Steady State Time': 10.0}",1.8499999999999992,0.6625,0.675,0.5375,0.475
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(8711.067583961389), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(5.058022388059701), 'Stressed Variance': np.float64(2256.334133402484), 'Stressed Steady State Time': 10.0}",1.8499999999999992,0.675,0.65,0.6375,0.475
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.106529850746269), 'Normal Variance': np.float64(1165.1818230326912), 'Normal Steady State Time': 10.0}",1.8499999999999992,0.675,0.65,0.6375,0.475
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(8711.067583961389), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(4.513320895522388), 'Stressed Variance': np.float64(1945.7540016582202), 'Stressed Steady State Time': 10.0}",1.8499999999999992,0.6375,0.725,0.675,0.525
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(4.9441044776119405), 'Normal Variance': np.float64(1050.9223980786367), 'Normal Steady State Time': 10.0}",1.8499999999999992,0.6375,0.725,0.675,0.525
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(8711.067583961389), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(5.423843283582089), 'Stressed Variance': np.float64(2542.198080751559), 'Stressed Steady State Time': 10.0}",1.8499999999999992,0.6625,0.5875,0.625,0.5
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.26294776119403), 'Normal Variance': np.float64(1192.7433584748828), 'Normal Steady State Time': 10.0}",1.8499999999999992,0.6625,0.5875,0.625,0.5
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(8711.067583961389), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(4.7880223880597015), 'Stressed Variance': np.float64(2236.5187595218868), 'Stressed Steady State Time': 10.0}",1.8499999999999992,0.6,0.6,0.5375,0.6125
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.244626865671642), 'Normal Variance': np.float64(1319.8305308309202), 'Normal Steady State Time': 10.0}",1.8499999999999992,0.6,0.6,0.5375,0.6125
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(8711.067583961389), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(4.4725), 'Stressed Variance': np.float64(1963.3899153917912), 'Stressed Steady State Time': 10.0}",1.8499999999999992,0.575,0.5875,0.525,0.5375
