Parameter Sets,Stats,Variance Ratio,LSTM Accuracy
"[{'sigma_u': 18.0, 'sigma_b': 0.05681921797807291, 'rho': 2333.6888591170073, 'd': 0.7343396108615964, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.02763358778626, 'Stressed Variance': 1178.130915774139, 'Stressed Steady State Time': 13.617677505190082}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0399999999999996,0.55
"[{'sigma_u': 18.0, 'sigma_b': 0.05681921797807291, 'rho': 2333.6888591170073, 'd': 0.7343396108615964, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.02763358778626, 'Stressed Variance': 1178.130915774139, 'Stressed Steady State Time': 13.617677505190082}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0399999999999996,0.55
"[{'sigma_u': 18.0, 'sigma_b': 0.05681921797807291, 'rho': 2333.6888591170073, 'd': 0.7343396108615964, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.02763358778626, 'Stressed Variance': 1178.130915774139, 'Stressed Steady State Time': 13.617677505190082}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0399999999999996,0.55
"[{'sigma_u': 18.0, 'sigma_b': 0.05627572255670365, 'rho': 2356.170938703104, 'd': 0.7343442472856256, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.421412213740458, 'Stressed Variance': 1306.2982514407668, 'Stressed Steady State Time': 13.617591527356879}, {'Normal Mean': 9.877007575757576, 'Normal Variance': 1167.7739258938818, 'Normal Steady State Time': 12.775248871259329})",1.0499999999999996,0.5625
"[{'sigma_u': 18.0, 'sigma_b': 0.05627572255670365, 'rho': 2356.170938703104, 'd': 0.7343442472856256, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.354236641221375, 'Stressed Variance': 1295.9182186920923, 'Stressed Steady State Time': 13.617591527356879}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0499999999999996,0.525
"[{'sigma_u': 18.0, 'sigma_b': 0.05627572255670365, 'rho': 2356.170938703104, 'd': 0.7343442472856256, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.354236641221375, 'Stressed Variance': 1295.9182186920923, 'Stressed Steady State Time': 13.617591527356879}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0499999999999996,0.525
"[{'sigma_u': 18.0, 'sigma_b': 0.05627572255670365, 'rho': 2356.170938703104, 'd': 0.7343442472856256, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.354236641221375, 'Stressed Variance': 1295.9182186920923, 'Stressed Steady State Time': 13.617591527356879}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0499999999999996,0.525
"[{'sigma_u': 18.0, 'sigma_b': 0.05627572255670365, 'rho': 2356.170938703104, 'd': 0.7343442472856256, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.354236641221375, 'Stressed Variance': 1295.9182186920923, 'Stressed Steady State Time': 13.617591527356879}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0499999999999996,0.525
"[{'sigma_u': 18.0, 'sigma_b': 0.05627572255670365, 'rho': 2356.170938703104, 'd': 0.7343442472856256, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.354236641221375, 'Stressed Variance': 1295.9182186920923, 'Stressed Steady State Time': 13.617591527356879}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0499999999999996,0.525
"[{'sigma_u': 18.0, 'sigma_b': 0.05627572255670365, 'rho': 2356.170938703104, 'd': 0.7343442472856256, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.354236641221375, 'Stressed Variance': 1295.9182186920923, 'Stressed Steady State Time': 13.617591527356879}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0499999999999996,0.525
"[{'sigma_u': 18.0, 'sigma_b': 0.05627572255670365, 'rho': 2356.170938703104, 'd': 0.7343442472856256, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.354236641221375, 'Stressed Variance': 1295.9182186920923, 'Stressed Steady State Time': 13.617591527356879}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0499999999999996,0.525
"[{'sigma_u': 18.0, 'sigma_b': 0.05627572255670365, 'rho': 2356.170938703104, 'd': 0.7343442472856256, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.354236641221375, 'Stressed Variance': 1295.9182186920923, 'Stressed Steady State Time': 13.617591527356879}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0499999999999996,0.525
"[{'sigma_u': 18.0, 'sigma_b': 0.05627572255670365, 'rho': 2356.170938703104, 'd': 0.7343442472856256, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.354236641221375, 'Stressed Variance': 1295.9182186920923, 'Stressed Steady State Time': 13.617591527356879}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0499999999999996,0.525
"[{'sigma_u': 18.0, 'sigma_b': 0.05574252621573319, 'rho': 2378.653012823733, 'd': 0.7343487964408196, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.544236641221374, 'Stressed Variance': 1326.5401805241536, 'Stressed Steady State Time': 13.6175071688919}, {'Normal Mean': 9.877007575757576, 'Normal Variance': 1167.7739258938818, 'Normal Steady State Time': 12.775248871259329})",1.0599999999999996,0.475
"[{'sigma_u': 18.0, 'sigma_b': 0.05574252621573319, 'rho': 2378.653012823733, 'd': 0.7343487964408196, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.520381679389313, 'Stressed Variance': 1322.6000426024125, 'Stressed Steady State Time': 13.6175071688919}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0599999999999996,0.475
"[{'sigma_u': 18.0, 'sigma_b': 0.05574252621573319, 'rho': 2378.653012823733, 'd': 0.7343487964408196, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.520381679389313, 'Stressed Variance': 1322.6000426024125, 'Stressed Steady State Time': 13.6175071688919}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0599999999999996,0.475
"[{'sigma_u': 18.0, 'sigma_b': 0.05574252621573319, 'rho': 2378.653012823733, 'd': 0.7343487964408196, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.520381679389313, 'Stressed Variance': 1322.6000426024125, 'Stressed Steady State Time': 13.6175071688919}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0599999999999996,0.475
"[{'sigma_u': 18.0, 'sigma_b': 0.05574252621573319, 'rho': 2378.653012823733, 'd': 0.7343487964408196, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.520381679389313, 'Stressed Variance': 1322.6000426024125, 'Stressed Steady State Time': 13.6175071688919}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0599999999999996,0.475
"[{'sigma_u': 18.0, 'sigma_b': 0.05574252621573319, 'rho': 2378.653012823733, 'd': 0.7343487964408196, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.520381679389313, 'Stressed Variance': 1322.6000426024125, 'Stressed Steady State Time': 13.6175071688919}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0599999999999996,0.475
"[{'sigma_u': 18.0, 'sigma_b': 0.05574252621573319, 'rho': 2378.653012823733, 'd': 0.7343487964408196, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.520381679389313, 'Stressed Variance': 1322.6000426024125, 'Stressed Steady State Time': 13.6175071688919}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0599999999999996,0.475
"[{'sigma_u': 18.0, 'sigma_b': 0.05574252621573319, 'rho': 2378.653012823733, 'd': 0.7343487964408196, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.520381679389313, 'Stressed Variance': 1322.6000426024125, 'Stressed Steady State Time': 13.6175071688919}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0599999999999996,0.475
"[{'sigma_u': 18.0, 'sigma_b': 0.05574252621573319, 'rho': 2378.653012823733, 'd': 0.7343487964408196, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.520381679389313, 'Stressed Variance': 1322.6000426024125, 'Stressed Steady State Time': 13.6175071688919}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0599999999999996,0.475
"[{'sigma_u': 18.0, 'sigma_b': 0.05574252621573319, 'rho': 2378.653012823733, 'd': 0.7343487964408196, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.520381679389313, 'Stressed Variance': 1322.6000426024125, 'Stressed Steady State Time': 13.6175071688919}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0599999999999996,0.475
"[{'sigma_u': 18.0, 'sigma_b': 0.055219338952969994, 'rho': 2401.13508181216, 'd': 0.7343532607682065, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.732137404580152, 'Stressed Variance': 1214.439929019288, 'Stressed Steady State Time': 13.617424384469956}, {'Normal Mean': 9.877007575757576, 'Normal Variance': 1167.7739258938818, 'Normal Steady State Time': 12.775248871259329})",1.0699999999999996,0.5125
"[{'sigma_u': 18.0, 'sigma_b': 0.055219338952969994, 'rho': 2401.13508181216, 'd': 0.7343532607682065, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.623015267175573, 'Stressed Variance': 1215.3588367096906, 'Stressed Steady State Time': 13.617424384469956}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0699999999999996,0.4875
"[{'sigma_u': 18.0, 'sigma_b': 0.055219338952969994, 'rho': 2401.13508181216, 'd': 0.7343532607682065, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.623015267175573, 'Stressed Variance': 1215.3588367096906, 'Stressed Steady State Time': 13.617424384469956}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0699999999999996,0.4875
"[{'sigma_u': 18.0, 'sigma_b': 0.055219338952969994, 'rho': 2401.13508181216, 'd': 0.7343532607682065, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.623015267175573, 'Stressed Variance': 1215.3588367096906, 'Stressed Steady State Time': 13.617424384469956}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0699999999999996,0.4875
"[{'sigma_u': 18.0, 'sigma_b': 0.055219338952969994, 'rho': 2401.13508181216, 'd': 0.7343532607682065, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.623015267175573, 'Stressed Variance': 1215.3588367096906, 'Stressed Steady State Time': 13.617424384469956}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0699999999999996,0.4875
"[{'sigma_u': 18.0, 'sigma_b': 0.055219338952969994, 'rho': 2401.13508181216, 'd': 0.7343532607682065, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.623015267175573, 'Stressed Variance': 1215.3588367096906, 'Stressed Steady State Time': 13.617424384469956}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0699999999999996,0.4875
"[{'sigma_u': 18.0, 'sigma_b': 0.055219338952969994, 'rho': 2401.13508181216, 'd': 0.7343532607682065, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.623015267175573, 'Stressed Variance': 1215.3588367096906, 'Stressed Steady State Time': 13.617424384469956}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0699999999999996,0.4875
"[{'sigma_u': 18.0, 'sigma_b': 0.055219338952969994, 'rho': 2401.13508181216, 'd': 0.7343532607682065, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.623015267175573, 'Stressed Variance': 1215.3588367096906, 'Stressed Steady State Time': 13.617424384469956}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0699999999999996,0.4875
"[{'sigma_u': 18.0, 'sigma_b': 0.055219338952969994, 'rho': 2401.13508181216, 'd': 0.7343532607682065, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.623015267175573, 'Stressed Variance': 1215.3588367096906, 'Stressed Steady State Time': 13.617424384469956}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0699999999999996,0.4875
"[{'sigma_u': 18.0, 'sigma_b': 0.055219338952969994, 'rho': 2401.13508181216, 'd': 0.7343532607682065, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.623015267175573, 'Stressed Variance': 1215.3588367096906, 'Stressed Steady State Time': 13.617424384469956}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0699999999999996,0.4875
"[{'sigma_u': 18.0, 'sigma_b': 0.054705881550754704, 'rho': 2423.617145634241, 'd': 0.7343576426184484, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.137786259541985, 'Stressed Variance': 1224.4942210535517, 'Stressed Steady State Time': 13.617343130444848}, {'Normal Mean': 9.877007575757576, 'Normal Variance': 1167.7739258938818, 'Normal Steady State Time': 12.775248871259329})",1.0799999999999996,0.4375
"[{'sigma_u': 18.0, 'sigma_b': 0.054705881550754704, 'rho': 2423.617145634241, 'd': 0.7343576426184484, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.188129770992367, 'Stressed Variance': 1244.1505995556788, 'Stressed Steady State Time': 13.617343130444848}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0799999999999996,0.475
"[{'sigma_u': 18.0, 'sigma_b': 0.054705881550754704, 'rho': 2423.617145634241, 'd': 0.7343576426184484, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.188129770992367, 'Stressed Variance': 1244.1505995556788, 'Stressed Steady State Time': 13.617343130444848}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0799999999999996,0.475
"[{'sigma_u': 18.0, 'sigma_b': 0.054705881550754704, 'rho': 2423.617145634241, 'd': 0.7343576426184484, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.188129770992367, 'Stressed Variance': 1244.1505995556788, 'Stressed Steady State Time': 13.617343130444848}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0799999999999996,0.475
"[{'sigma_u': 18.0, 'sigma_b': 0.054705881550754704, 'rho': 2423.617145634241, 'd': 0.7343576426184484, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.188129770992367, 'Stressed Variance': 1244.1505995556788, 'Stressed Steady State Time': 13.617343130444848}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0799999999999996,0.475
