Parameter Sets,Stats,Variance Ratio,SVM (rbf) Accuracy,SVM (linear) Accuracy,Random Forest Accuracy,Logistic Regression Accuracy,MLP Accuracy,Random Classifier Accuracy
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 6910.34779169536, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 3.8530597014925374, 'Stressed Variance': 1506.2672891456896, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.500186567164179, 'Normal Variance': 1432.268134293551, 'Normal Steady State Time': 10.0})",1.1699999999999995,0.6375,0.625,0.65,0.6125,0.575,0.4125
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 6910.34779169536, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.581417910447761, 'Stressed Variance': 1742.7802367955, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.756231343283582, 'Normal Variance': 1156.0680768420027, 'Normal Steady State Time': 10.0})",1.1699999999999995,0.5625,0.5125,0.5125,0.5,0.5,0.4625
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 6910.34779169536, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 3.8498880597014926, 'Stressed Variance': 1335.2364589426936, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.615335820895522, 'Normal Variance': 1462.6584140663285, 'Normal Steady State Time': 10.0})",1.1699999999999995,0.6,0.675,0.6125,0.6625,0.6625,0.4625
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 6910.34779169536, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.463731343283582, 'Stressed Variance': 1630.4235353308081, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.666417910447761, 'Normal Variance': 1132.9767826910222, 'Normal Steady State Time': 10.0})",1.1699999999999995,0.525,0.5875,0.625,0.575,0.5625,0.475
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 6910.34779169536, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.1540298507462685, 'Stressed Variance': 1637.7977673423925, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.502910447761194, 'Normal Variance': 1432.3507377979504, 'Normal Steady State Time': 10.0})",1.1699999999999995,0.525,0.575,0.75,0.575,0.5375,0.5375
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 6910.34779169536, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.526977611940299, 'Stressed Variance': 1734.167481163678, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.774776119402985, 'Normal Variance': 1173.3323339051015, 'Normal Steady State Time': 10.0})",1.1699999999999995,0.5375,0.425,0.4375,0.4625,0.4125,0.4625
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 6940.02730318276, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 3.984589552238806, 'Stressed Variance': 1491.1968147569057, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.638731343283582, 'Normal Variance': 1458.0640371964805, 'Normal Steady State Time': 10.0})",1.1799999999999995,0.5875,0.6125,0.725,0.675,0.6625,0.475
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 6940.02730318276, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.454664179104477, 'Stressed Variance': 1787.7791386931945, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.728097014925373, 'Normal Variance': 1153.5787180204388, 'Normal Steady State Time': 10.0})",1.1799999999999995,0.475,0.475,0.4875,0.5125,0.45,0.475
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 6940.02730318276, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.410522388059701, 'Stressed Variance': 1793.2981877868122, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.598470149253731, 'Normal Variance': 1454.2691095998553, 'Normal Steady State Time': 10.0})",1.1799999999999995,0.6,0.525,0.6,0.5125,0.5125,0.4875
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 6940.02730318276, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.523097014925373, 'Stressed Variance': 1829.069615781633, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.731940298507463, 'Normal Variance': 1148.511129071063, 'Normal Steady State Time': 10.0})",1.1799999999999995,0.525,0.525,0.5125,0.4875,0.475,0.475
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 6940.02730318276, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.358171641791045, 'Stressed Variance': 1739.146377254121, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.684328358208956, 'Normal Variance': 1471.2747543996436, 'Normal Steady State Time': 10.0})",1.1799999999999995,0.4875,0.5875,0.6125,0.625,0.6125,0.4
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 6940.02730318276, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.627910447761194, 'Stressed Variance': 1926.9674448875023, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.762798507462686, 'Normal Variance': 1157.338996645968, 'Normal Steady State Time': 10.0})",1.1799999999999995,0.5375,0.5375,0.5625,0.5375,0.5375,0.55
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 6940.02730318276, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.550671641791045, 'Stressed Variance': 1918.3425070115834, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.615485074626866, 'Normal Variance': 1458.7030064811202, 'Normal Steady State Time': 10.0})",1.1799999999999995,0.475,0.5375,0.6375,0.5625,0.6,0.4875
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 6940.02730318276, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.5694776119402984, 'Stressed Variance': 1894.3466653987523, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.738544776119403, 'Normal Variance': 1149.028394897249, 'Normal Steady State Time': 10.0})",1.1799999999999995,0.5,0.5125,0.5375,0.5625,0.45,0.4375
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 6940.02730318276, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.634514925373134, 'Stressed Variance': 1948.8914579736581, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.6850746268656716, 'Normal Variance': 1473.1170906660725, 'Normal Steady State Time': 10.0})",1.1799999999999995,0.5125,0.6375,0.675,0.6375,0.7375,0.525
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 6940.02730318276, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.523507462686567, 'Stressed Variance': 1805.6081041156156, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.69910447761194, 'Normal Variance': 1141.7659544219205, 'Normal Steady State Time': 10.0})",1.1799999999999995,0.6125,0.5125,0.5875,0.4875,0.5375,0.4125
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 6969.58042751897, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.266940298507462, 'Stressed Variance': 1665.775235414346, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.6807089552238805, 'Normal Variance': 1465.36323979589, 'Normal Steady State Time': 10.0})",1.1899999999999995,0.625,0.625,0.5875,0.6125,0.65,0.5875
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 6969.58042751897, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.775149253731343, 'Stressed Variance': 2104.3479496045884, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.729589552238806, 'Normal Variance': 1150.893109533025, 'Normal Steady State Time': 10.0})",1.1899999999999995,0.5375,0.5875,0.5375,0.6125,0.6125,0.625
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 6969.58042751897, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.2744402985074625, 'Stressed Variance': 1661.03934670166, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.665559701492537, 'Normal Variance': 1461.9284108807642, 'Normal Steady State Time': 10.0})",1.1899999999999995,0.6625,0.5875,0.6625,0.65,0.625,0.55
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 6969.58042751897, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.848358208955224, 'Stressed Variance': 2118.728945065716, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.754850746268657, 'Normal Variance': 1153.569901843395, 'Normal Steady State Time': 10.0})",1.1899999999999995,0.575,0.5625,0.525,0.525,0.6,0.525
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 6969.58042751897, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.309776119402985, 'Stressed Variance': 1826.0994865170412, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.5738059701492535, 'Normal Variance': 1457.9920153653377, 'Normal Steady State Time': 10.0})",1.1899999999999995,0.6875,0.6,0.7375,0.625,0.675,0.5
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 6969.58042751897, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.937089552238806, 'Stressed Variance': 2210.3517885442193, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.748358208955224, 'Normal Variance': 1160.6509301403432, 'Normal Steady State Time': 10.0})",1.1899999999999995,0.6,0.5375,0.55,0.5375,0.6125,0.5625
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 6969.58042751897, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.380373134328358, 'Stressed Variance': 1808.700316278681, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.637164179104477, 'Normal Variance': 1456.7014098685677, 'Normal Steady State Time': 10.0})",1.1899999999999995,0.625,0.5875,0.6125,0.55,0.6,0.5125
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 6969.58042751897, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.743917910447761, 'Stressed Variance': 2039.2802055455, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.674328358208955, 'Normal Variance': 1135.0367738026284, 'Normal Steady State Time': 10.0})",1.1899999999999995,0.5,0.5875,0.5875,0.5875,0.525,0.5375
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 6969.58042751897, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.382835820895522, 'Stressed Variance': 1895.0303024058812, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.694589552238806, 'Normal Variance': 1470.2872095330251, 'Normal Steady State Time': 10.0})",1.1899999999999995,0.6125,0.5625,0.6375,0.575,0.6125,0.425
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 6969.58042751897, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.911268656716418, 'Stressed Variance': 2180.884887942749, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.779738805970149, 'Normal Variance': 1149.7875670959568, 'Normal Steady State Time': 10.0})",1.1899999999999995,0.5375,0.6,0.575,0.675,0.65,0.5
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 6999.00876570310, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 3.991529850746269, 'Stressed Variance': 1477.5170551222434, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.631156716417911, 'Normal Variance': 1469.221380005291, 'Normal Steady State Time': 10.0})",1.1999999999999995,0.5375,0.7125,0.675,0.675,0.6125,0.4625
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 6999.00876570310, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.330149253731343, 'Stressed Variance': 1874.1144343060816, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.706828358208956, 'Normal Variance': 1130.4351324780018, 'Normal Steady State Time': 10.0})",1.1999999999999995,0.5375,0.5375,0.65,0.5125,0.5625,0.4625
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 6999.00876570310, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.346977611940298, 'Stressed Variance': 1567.11852444726, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.681865671641791, 'Normal Variance': 1474.1034174147915, 'Normal Steady State Time': 10.0})",1.1999999999999995,0.6,0.65,0.5875,0.575,0.55,0.575
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 6999.00876570310, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.352574626865672, 'Stressed Variance': 1855.986922475774, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.750746268656717, 'Normal Variance': 1153.9948875027846, 'Normal Steady State Time': 10.0})",1.1999999999999995,0.4875,0.5,0.5625,0.5375,0.525,0.5625
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 6999.00876570310, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.099776119402985, 'Stressed Variance': 1639.11929845734, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.630373134328358, 'Normal Variance': 1459.8944207562931, 'Normal Steady State Time': 10.0})",1.1999999999999995,0.575,0.5875,0.65,0.6625,0.65,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 6999.00876570310, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.330970149253731, 'Stressed Variance': 1863.5482945811982, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.630746268656717, 'Normal Variance': 1125.0699203386057, 'Normal Steady State Time': 10.0})",1.1999999999999995,0.5,0.5625,0.5875,0.5875,0.5625,0.425
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 6999.00876570310, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.311641791044776, 'Stressed Variance': 1605.040864468701, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.596902985074627, 'Normal Variance': 1448.4379978711854, 'Normal Steady State Time': 10.0})",1.1999999999999995,0.5375,0.5,0.6125,0.5875,0.55,0.5375
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 6999.00876570310, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.388619402985075, 'Stressed Variance': 1929.948042123802, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.625, 'Normal Variance': 1120.8928824626867, 'Normal Steady State Time': 10.0})",1.1999999999999995,0.625,0.65,0.6375,0.6375,0.6125,0.5125
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 6999.00876570310, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 3.8601119402985073, 'Stressed Variance': 1408.8484537188128, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.593768656716418, 'Normal Variance': 1438.5478492300626, 'Normal Steady State Time': 10.0})",1.1999999999999995,0.6375,0.55,0.6,0.55,0.5125,0.5
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 6999.00876570310, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.421455223880597, 'Stressed Variance': 1917.7207710166522, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.719664179104478, 'Normal Variance': 1146.976150633493, 'Normal Steady State Time': 10.0})",1.1999999999999995,0.4625,0.55,0.525,0.5625,0.475,0.4875
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 7028.31388521616, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.490037313432836, 'Stressed Variance': 1769.563408207563, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.675410447761194, 'Normal Variance': 1471.6687834136221, 'Normal Steady State Time': 10.0})",1.2099999999999995,0.5625,0.55,0.6625,0.6125,0.5875,0.575
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 7028.31388521616, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.428432835820895, 'Stressed Variance': 1710.4469676932501, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.724962686567165, 'Normal Variance': 1136.6599141777124, 'Normal Steady State Time': 10.0})",1.2099999999999995,0.55,0.525,0.5375,0.5125,0.4875,0.5
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 7028.31388521616, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.224664179104478, 'Stressed Variance': 1565.6365782454332, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.653171641791045, 'Normal Variance': 1466.0657921794943, 'Normal Steady State Time': 10.0})",1.2099999999999995,0.5625,0.575,0.675,0.625,0.6,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 7028.31388521616, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.369888059701492, 'Stressed Variance': 1690.5494887934394, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.652835820895523, 'Normal Variance': 1128.4664919581198, 'Normal Steady State Time': 10.0})",1.2099999999999995,0.475,0.5625,0.5375,0.5875,0.55,0.5
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 7028.31388521616, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.116679104477612, 'Stressed Variance': 1519.0584382253844, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.615858208955224, 'Normal Variance': 1457.4700843381045, 'Normal Steady State Time': 10.0})",1.2099999999999995,0.525,0.6,0.675,0.575,0.625,0.6
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 7028.31388521616, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.214738805970149, 'Stressed Variance': 1578.3918350064043, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.738059701492538, 'Normal Variance': 1135.451163399421, 'Normal Steady State Time': 10.0})",1.2099999999999995,0.5375,0.5125,0.5625,0.4875,0.3875,0.525
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 7028.31388521616, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.120037313432836, 'Stressed Variance': 1555.3219716403987, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.592238805970149, 'Normal Variance': 1438.524551704166, 'Normal Steady State Time': 10.0})",1.2099999999999995,0.625,0.6,0.6625,0.55,0.575,0.4875
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 7028.31388521616, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.152350746268657, 'Stressed Variance': 1525.004960891902, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.655186567164179, 'Normal Variance': 1131.4780066816109, 'Normal Steady State Time': 10.0})",1.2099999999999995,0.5625,0.5875,0.55,0.5,0.6125,0.5125
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 7028.31388521616, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.201417910447761, 'Stressed Variance': 1468.891445750724, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.666679104477612, 'Normal Variance': 1471.261844941802, 'Normal Steady State Time': 10.0})",1.2099999999999995,0.5125,0.575,0.675,0.6125,0.6375,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 7028.31388521616, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.4482835820895525, 'Stressed Variance': 1752.8989672031635, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.702313432835821, 'Normal Variance': 1142.3910095734018, 'Normal Steady State Time': 10.0})",1.2099999999999995,0.5875,0.55,0.5625,0.5625,0.5,0.4875
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 7057.49732099528, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.027649253731343, 'Stressed Variance': 1639.6447205933948, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.6718656716417915, 'Normal Variance': 1465.2499398028515, 'Normal Steady State Time': 10.0})",1.2199999999999995,0.6,0.575,0.6,0.5625,0.575,0.5125
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 7057.49732099528, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.009776119402985, 'Stressed Variance': 2263.9557253230123, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.626268656716418, 'Normal Variance': 1121.4190562263311, 'Normal Steady State Time': 10.0})",1.2199999999999995,0.5125,0.5,0.5375,0.4875,0.5875,0.575
