Parameter Sets,Stats,Variance Ratio,SVM (rbf) Accuracy,SVM (linear) Accuracy,Random Forest Accuracy,Logistic Regression Accuracy,MLP Accuracy,Random Classifier Accuracy,Vanilla LSTM Accuracy,IY002A Accuracy
"[{'sigma_u': 18.0, 'sigma_b': 0.021826955157876898, 'rho': 6065.685014523766, 'd': 0.7346393633854864, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849556, 'rho': 1179.133813805989, 'd': 0.7827636158617439, 'label': 1}]","({'Stressed Mean': 10.615946969696969, 'Stressed Variance': 3278.8144350880966, 'Stressed Steady State Time': 13.612121128272175}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258544})",2.699999999999999,0.6875,0.5125,0.775,0.525,0.5625,0.45,0.6125,0.5125
"[{'sigma_u': 18.0, 'sigma_b': 0.021826955157876898, 'rho': 6065.685014523766, 'd': 0.7346393633854864, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849556, 'rho': 1179.133813805989, 'd': 0.7827636158617439, 'label': 1}]","({'Stressed Mean': 10.615946969696969, 'Stressed Variance': 3278.8144350880966, 'Stressed Steady State Time': 13.612121128272175}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258544})",2.699999999999999,0.6875,0.5125,0.775,0.525,0.5625,0.45,0.6125,0.5125
"[{'sigma_u': 18.0, 'sigma_b': 0.021826955157876898, 'rho': 6065.685014523766, 'd': 0.7346393633854864, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849556, 'rho': 1179.133813805989, 'd': 0.7827636158617439, 'label': 1}]","({'Stressed Mean': 10.615946969696969, 'Stressed Variance': 3278.8144350880966, 'Stressed Steady State Time': 13.612121128272175}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258544})",2.699999999999999,0.6875,0.5125,0.775,0.525,0.5625,0.45,0.6125,0.5125
"[{'sigma_u': 18.0, 'sigma_b': 0.021826955157876898, 'rho': 6065.685014523766, 'd': 0.7346393633854864, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849556, 'rho': 1179.133813805989, 'd': 0.7827636158617439, 'label': 1}]","({'Stressed Mean': 10.615946969696969, 'Stressed Variance': 3278.8144350880966, 'Stressed Steady State Time': 13.612121128272175}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258544})",2.699999999999999,0.6875,0.5125,0.775,0.525,0.5625,0.45,0.6125,0.5125
"[{'sigma_u': 18.0, 'sigma_b': 0.021826955157876898, 'rho': 6065.685014523766, 'd': 0.7346393633854864, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849556, 'rho': 1179.133813805989, 'd': 0.7827636158617439, 'label': 1}]","({'Stressed Mean': 10.615946969696969, 'Stressed Variance': 3278.8144350880966, 'Stressed Steady State Time': 13.612121128272175}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258544})",2.699999999999999,0.6875,0.5125,0.775,0.525,0.5625,0.45,0.6125,0.5125
"[{'sigma_u': 18.0, 'sigma_b': 0.021746277730896425, 'rho': 6088.166850431201, 'd': 0.7346400574123043, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849556, 'rho': 1179.133813805989, 'd': 0.7827636158617439, 'label': 1}]","({'Stressed Mean': 10.370530303030304, 'Stressed Variance': 3217.3568739612033, 'Stressed Steady State Time': 13.612108268672408}, {'Normal Mean': 9.620037593984962, 'Normal Variance': 1100.7125082692635, 'Normal Steady State Time': 12.775248871258544})",2.7099999999999986,0.65,0.5,0.6875,0.4125,0.5,0.45,0.6125,0.5625
"[{'sigma_u': 18.0, 'sigma_b': 0.021746277730896425, 'rho': 6088.166850431201, 'd': 0.7346400574123043, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849556, 'rho': 1179.133813805989, 'd': 0.7827636158617439, 'label': 1}]","({'Stressed Mean': 10.001439393939394, 'Stressed Variance': 3118.3375736857206, 'Stressed Steady State Time': 13.612108268672408}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258544})",2.7099999999999986,0.675,0.5,0.75,0.5,0.5875,0.45,0.55,0.525
"[{'sigma_u': 18.0, 'sigma_b': 0.021746277730896425, 'rho': 6088.166850431201, 'd': 0.7346400574123043, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849556, 'rho': 1179.133813805989, 'd': 0.7827636158617439, 'label': 1}]","({'Stressed Mean': 10.001439393939394, 'Stressed Variance': 3118.3375736857206, 'Stressed Steady State Time': 13.612108268672408}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258544})",2.7099999999999986,0.675,0.5,0.75,0.5,0.5875,0.45,0.55,0.525
"[{'sigma_u': 18.0, 'sigma_b': 0.021746277730896425, 'rho': 6088.166850431201, 'd': 0.7346400574123043, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849556, 'rho': 1179.133813805989, 'd': 0.7827636158617439, 'label': 1}]","({'Stressed Mean': 10.001439393939394, 'Stressed Variance': 3118.3375736857206, 'Stressed Steady State Time': 13.612108268672408}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258544})",2.7099999999999986,0.675,0.5,0.75,0.5,0.5875,0.45,0.55,0.525
"[{'sigma_u': 18.0, 'sigma_b': 0.021746277730896425, 'rho': 6088.166850431201, 'd': 0.7346400574123043, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849556, 'rho': 1179.133813805989, 'd': 0.7827636158617439, 'label': 1}]","({'Stressed Mean': 10.001439393939394, 'Stressed Variance': 3118.3375736857206, 'Stressed Steady State Time': 13.612108268672408}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258544})",2.7099999999999986,0.675,0.5,0.75,0.5,0.5875,0.45,0.55,0.525
"[{'sigma_u': 18.0, 'sigma_b': 0.021746277730896425, 'rho': 6088.166850431201, 'd': 0.7346400574123043, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849556, 'rho': 1179.133813805989, 'd': 0.7827636158617439, 'label': 1}]","({'Stressed Mean': 10.001439393939394, 'Stressed Variance': 3118.3375736857206, 'Stressed Steady State Time': 13.612108268672408}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258544})",2.7099999999999986,0.675,0.5,0.75,0.5,0.5875,0.45,0.55,0.525
"[{'sigma_u': 18.0, 'sigma_b': 0.021746277730896425, 'rho': 6088.166850431201, 'd': 0.7346400574123043, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849556, 'rho': 1179.133813805989, 'd': 0.7827636158617439, 'label': 1}]","({'Stressed Mean': 10.001439393939394, 'Stressed Variance': 3118.3375736857206, 'Stressed Steady State Time': 13.612108268672408}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258544})",2.7099999999999986,0.675,0.5,0.75,0.5,0.5875,0.45,0.55,0.525
"[{'sigma_u': 18.0, 'sigma_b': 0.021746277730896425, 'rho': 6088.166850431201, 'd': 0.7346400574123043, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849556, 'rho': 1179.133813805989, 'd': 0.7827636158617439, 'label': 1}]","({'Stressed Mean': 10.001439393939394, 'Stressed Variance': 3118.3375736857206, 'Stressed Steady State Time': 13.612108268672408}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258544})",2.7099999999999986,0.675,0.5,0.75,0.5,0.5875,0.45,0.55,0.525
"[{'sigma_u': 18.0, 'sigma_b': 0.021746277730896425, 'rho': 6088.166850431201, 'd': 0.7346400574123043, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849556, 'rho': 1179.133813805989, 'd': 0.7827636158617439, 'label': 1}]","({'Stressed Mean': 10.001439393939394, 'Stressed Variance': 3118.3375736857206, 'Stressed Steady State Time': 13.612108268672408}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258544})",2.7099999999999986,0.675,0.5,0.75,0.5,0.5875,0.45,0.55,0.525
"[{'sigma_u': 18.0, 'sigma_b': 0.021746277730896425, 'rho': 6088.166850431201, 'd': 0.7346400574123043, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849556, 'rho': 1179.133813805989, 'd': 0.7827636158617439, 'label': 1}]","({'Stressed Mean': 10.001439393939394, 'Stressed Variance': 3118.3375736857206, 'Stressed Steady State Time': 13.612108268672408}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258544})",2.7099999999999986,0.675,0.5,0.75,0.5,0.5875,0.45,0.55,0.525
"[{'sigma_u': 18.0, 'sigma_b': 0.021666194513420396, 'rho': 6110.648686020953, 'd': 0.7346407463407776, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849556, 'rho': 1179.133813805989, 'd': 0.7827636158617439, 'label': 1}]","({'Stressed Mean': 9.509848484848485, 'Stressed Variance': 2950.116342401286, 'Stressed Steady State Time': 13.612095503563728}, {'Normal Mean': 9.620037593984962, 'Normal Variance': 1100.7125082692635, 'Normal Steady State Time': 12.775248871258544})",2.719999999999999,0.675,0.5,0.65,0.525,0.55,0.45,0.65,0.525
"[{'sigma_u': 18.0, 'sigma_b': 0.021666194513420396, 'rho': 6110.648686020953, 'd': 0.7346407463407776, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849556, 'rho': 1179.133813805989, 'd': 0.7827636158617439, 'label': 1}]","({'Stressed Mean': 9.190075757575757, 'Stressed Variance': 2740.562204539716, 'Stressed Steady State Time': 13.612095503563728}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258544})",2.719999999999999,0.75,0.625,0.675,0.5875,0.5625,0.45,0.5125,0.5
"[{'sigma_u': 18.0, 'sigma_b': 0.021666194513420396, 'rho': 6110.648686020953, 'd': 0.7346407463407776, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849556, 'rho': 1179.133813805989, 'd': 0.7827636158617439, 'label': 1}]","({'Stressed Mean': 9.190075757575757, 'Stressed Variance': 2740.562204539716, 'Stressed Steady State Time': 13.612095503563728}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258544})",2.719999999999999,0.75,0.625,0.675,0.5875,0.5625,0.45,0.5125,0.5
"[{'sigma_u': 18.0, 'sigma_b': 0.021666194513420396, 'rho': 6110.648686020953, 'd': 0.7346407463407776, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849556, 'rho': 1179.133813805989, 'd': 0.7827636158617439, 'label': 1}]","({'Stressed Mean': 9.190075757575757, 'Stressed Variance': 2740.562204539716, 'Stressed Steady State Time': 13.612095503563728}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258544})",2.719999999999999,0.75,0.625,0.675,0.5875,0.5625,0.45,0.5125,0.5
"[{'sigma_u': 18.0, 'sigma_b': 0.021666194513420396, 'rho': 6110.648686020953, 'd': 0.7346407463407776, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849556, 'rho': 1179.133813805989, 'd': 0.7827636158617439, 'label': 1}]","({'Stressed Mean': 9.190075757575757, 'Stressed Variance': 2740.562204539716, 'Stressed Steady State Time': 13.612095503563728}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258544})",2.719999999999999,0.75,0.625,0.675,0.5875,0.5625,0.45,0.5125,0.5
"[{'sigma_u': 18.0, 'sigma_b': 0.021666194513420396, 'rho': 6110.648686020953, 'd': 0.7346407463407776, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849556, 'rho': 1179.133813805989, 'd': 0.7827636158617439, 'label': 1}]","({'Stressed Mean': 9.190075757575757, 'Stressed Variance': 2740.562204539716, 'Stressed Steady State Time': 13.612095503563728}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258544})",2.719999999999999,0.75,0.625,0.675,0.5875,0.5625,0.45,0.5125,0.5
"[{'sigma_u': 18.0, 'sigma_b': 0.021666194513420396, 'rho': 6110.648686020953, 'd': 0.7346407463407776, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849556, 'rho': 1179.133813805989, 'd': 0.7827636158617439, 'label': 1}]","({'Stressed Mean': 9.190075757575757, 'Stressed Variance': 2740.562204539716, 'Stressed Steady State Time': 13.612095503563728}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258544})",2.719999999999999,0.75,0.625,0.675,0.5875,0.5625,0.45,0.5125,0.5
"[{'sigma_u': 18.0, 'sigma_b': 0.021666194513420396, 'rho': 6110.648686020953, 'd': 0.7346407463407776, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849556, 'rho': 1179.133813805989, 'd': 0.7827636158617439, 'label': 1}]","({'Stressed Mean': 9.190075757575757, 'Stressed Variance': 2740.562204539716, 'Stressed Steady State Time': 13.612095503563728}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258544})",2.719999999999999,0.75,0.625,0.675,0.5875,0.5625,0.45,0.5125,0.5
"[{'sigma_u': 18.0, 'sigma_b': 0.021666194513420396, 'rho': 6110.648686020953, 'd': 0.7346407463407776, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849556, 'rho': 1179.133813805989, 'd': 0.7827636158617439, 'label': 1}]","({'Stressed Mean': 9.190075757575757, 'Stressed Variance': 2740.562204539716, 'Stressed Steady State Time': 13.612095503563728}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258544})",2.719999999999999,0.75,0.625,0.675,0.5875,0.5625,0.45,0.5125,0.5
"[{'sigma_u': 18.0, 'sigma_b': 0.021666194513420396, 'rho': 6110.648686020953, 'd': 0.7346407463407776, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849556, 'rho': 1179.133813805989, 'd': 0.7827636158617439, 'label': 1}]","({'Stressed Mean': 9.190075757575757, 'Stressed Variance': 2740.562204539716, 'Stressed Steady State Time': 13.612095503563728}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258544})",2.719999999999999,0.75,0.625,0.675,0.5875,0.5625,0.45,0.5125,0.5
"[{'sigma_u': 18.0, 'sigma_b': 0.021586698964770733, 'rho': 6133.130521301562, 'd': 0.7346414302268811, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849556, 'rho': 1179.133813805989, 'd': 0.7827636158617439, 'label': 1}]","({'Stressed Mean': 9.755265151515152, 'Stressed Variance': 2994.3227184903008, 'Stressed Steady State Time': 13.612082831908452}, {'Normal Mean': 9.620037593984962, 'Normal Variance': 1100.7125082692635, 'Normal Steady State Time': 12.775248871258544})",2.7299999999999986,0.6,0.5375,0.7,0.525,0.575,0.45,0.5375,0.5
"[{'sigma_u': 18.0, 'sigma_b': 0.021586698964770733, 'rho': 6133.130521301562, 'd': 0.7346414302268811, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849556, 'rho': 1179.133813805989, 'd': 0.7827636158617439, 'label': 1}]","({'Stressed Mean': 10.066628787878788, 'Stressed Variance': 3122.2418106046252, 'Stressed Steady State Time': 13.612082831908452}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258544})",2.7299999999999986,0.7125,0.6,0.6875,0.575,0.5625,0.45,0.7,0.5375
"[{'sigma_u': 18.0, 'sigma_b': 0.021586698964770733, 'rho': 6133.130521301562, 'd': 0.7346414302268811, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849556, 'rho': 1179.133813805989, 'd': 0.7827636158617439, 'label': 1}]","({'Stressed Mean': 10.066628787878788, 'Stressed Variance': 3122.2418106046252, 'Stressed Steady State Time': 13.612082831908452}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258544})",2.7299999999999986,0.7125,0.6,0.6875,0.575,0.5625,0.45,0.7,0.5375
"[{'sigma_u': 18.0, 'sigma_b': 0.021586698964770733, 'rho': 6133.130521301562, 'd': 0.7346414302268811, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849556, 'rho': 1179.133813805989, 'd': 0.7827636158617439, 'label': 1}]","({'Stressed Mean': 10.066628787878788, 'Stressed Variance': 3122.2418106046252, 'Stressed Steady State Time': 13.612082831908452}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258544})",2.7299999999999986,0.7125,0.6,0.6875,0.575,0.5625,0.45,0.7,0.5375
"[{'sigma_u': 18.0, 'sigma_b': 0.021586698964770733, 'rho': 6133.130521301562, 'd': 0.7346414302268811, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849556, 'rho': 1179.133813805989, 'd': 0.7827636158617439, 'label': 1}]","({'Stressed Mean': 10.066628787878788, 'Stressed Variance': 3122.2418106046252, 'Stressed Steady State Time': 13.612082831908452}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258544})",2.7299999999999986,0.7125,0.6,0.6875,0.575,0.5625,0.45,0.7,0.5375
"[{'sigma_u': 18.0, 'sigma_b': 0.021586698964770733, 'rho': 6133.130521301562, 'd': 0.7346414302268811, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849556, 'rho': 1179.133813805989, 'd': 0.7827636158617439, 'label': 1}]","({'Stressed Mean': 10.066628787878788, 'Stressed Variance': 3122.2418106046252, 'Stressed Steady State Time': 13.612082831908452}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258544})",2.7299999999999986,0.7125,0.6,0.6875,0.575,0.5625,0.45,0.7,0.5375
"[{'sigma_u': 18.0, 'sigma_b': 0.021586698964770733, 'rho': 6133.130521301562, 'd': 0.7346414302268811, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849556, 'rho': 1179.133813805989, 'd': 0.7827636158617439, 'label': 1}]","({'Stressed Mean': 10.066628787878788, 'Stressed Variance': 3122.2418106046252, 'Stressed Steady State Time': 13.612082831908452}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258544})",2.7299999999999986,0.7125,0.6,0.6875,0.575,0.5625,0.45,0.7,0.5375
"[{'sigma_u': 18.0, 'sigma_b': 0.021586698964770733, 'rho': 6133.130521301562, 'd': 0.7346414302268811, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849556, 'rho': 1179.133813805989, 'd': 0.7827636158617439, 'label': 1}]","({'Stressed Mean': 10.066628787878788, 'Stressed Variance': 3122.2418106046252, 'Stressed Steady State Time': 13.612082831908452}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258544})",2.7299999999999986,0.7125,0.6,0.6875,0.575,0.5625,0.45,0.7,0.5375
"[{'sigma_u': 18.0, 'sigma_b': 0.021586698964770733, 'rho': 6133.130521301562, 'd': 0.7346414302268811, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849556, 'rho': 1179.133813805989, 'd': 0.7827636158617439, 'label': 1}]","({'Stressed Mean': 10.066628787878788, 'Stressed Variance': 3122.2418106046252, 'Stressed Steady State Time': 13.612082831908452}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258544})",2.7299999999999986,0.7125,0.6,0.6875,0.575,0.5625,0.45,0.7,0.5375
"[{'sigma_u': 18.0, 'sigma_b': 0.021586698964770733, 'rho': 6133.130521301562, 'd': 0.7346414302268811, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849556, 'rho': 1179.133813805989, 'd': 0.7827636158617439, 'label': 1}]","({'Stressed Mean': 10.066628787878788, 'Stressed Variance': 3122.2418106046252, 'Stressed Steady State Time': 13.612082831908452}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258544})",2.7299999999999986,0.7125,0.6,0.6875,0.575,0.5625,0.45,0.7,0.5375
"[{'sigma_u': 18.0, 'sigma_b': 0.02150778463990794, 'rho': 6155.612356272901, 'd': 0.7346421091257699, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849556, 'rho': 1179.133813805989, 'd': 0.7827636158617439, 'label': 1}]","({'Stressed Mean': 9.214886363636364, 'Stressed Variance': 2891.5881799113295, 'Stressed Steady State Time': 13.612070252684102}, {'Normal Mean': 9.620037593984962, 'Normal Variance': 1100.7125082692635, 'Normal Steady State Time': 12.775248871258544})",2.739999999999999,0.6375,0.5375,0.7375,0.5625,0.5375,0.45,0.6,0.5625
"[{'sigma_u': 18.0, 'sigma_b': 0.02150778463990794, 'rho': 6155.612356272901, 'd': 0.7346421091257699, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849556, 'rho': 1179.133813805989, 'd': 0.7827636158617439, 'label': 1}]","({'Stressed Mean': 9.904015151515152, 'Stressed Variance': 3154.026392969467, 'Stressed Steady State Time': 13.612070252684102}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258544})",2.739999999999999,0.7125,0.5875,0.775,0.5875,0.6625,0.45,0.7625,0.525
