Parameter Sets,Stats,CV Ratio,Normal CV,Stress CV,SVM (rbf) Accuracy,SVM (linear) Accuracy,Random Forest Accuracy,Logistic Regression Accuracy,MLP Accuracy,Random Classifier Accuracy,Vanilla LSTM Accuracy,IY001A Accuracy,IY006C-Transformer Accuracy,Vanilla Transformer Accuracy,Full Transformer Accuracy
"[{'sigma_u': 0.5799456132296006, 'sigma_b': 0.4200543867703995, 'rho': 60.99749560914721, 'd': 0.2562226561263047, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 99.69212264150943, 'Stressed Variance': 2926.677711532129, 'Stressed Steady State Time': 39.028554895124145, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.54,1.0,0.54,1.0,0.45,0.9375,0.45,0.7125,0.45,1.0,1.0,1.0,0.975,1.0
"[{'sigma_u': 0.5799456132296006, 'sigma_b': 0.4200543867703995, 'rho': 60.99749560914721, 'd': 0.2562226561263047, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 99.69212264150943, 'Stressed Variance': 2926.677711532129, 'Stressed Steady State Time': 39.028554895124145, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.54,1.0,0.54,1.0,0.45,0.9375,0.45,0.7125,0.45,1.0,1.0,1.0,0.975,1.0
"[{'sigma_u': 0.5799456132296006, 'sigma_b': 0.4200543867703995, 'rho': 60.99749560914721, 'd': 0.2562226561263047, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 99.69212264150943, 'Stressed Variance': 2926.677711532129, 'Stressed Steady State Time': 39.028554895124145, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.54,1.0,0.54,1.0,0.45,0.9375,0.45,0.7125,0.45,1.0,1.0,1.0,0.975,1.0
"[{'sigma_u': 0.5799456132296006, 'sigma_b': 0.4200543867703995, 'rho': 60.99749560914721, 'd': 0.2562226561263047, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 99.69212264150943, 'Stressed Variance': 2926.677711532129, 'Stressed Steady State Time': 39.028554895124145, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.54,1.0,0.54,1.0,0.45,0.9375,0.45,0.7125,0.45,1.0,1.0,1.0,0.975,1.0
"[{'sigma_u': 0.5799456132296006, 'sigma_b': 0.4200543867703995, 'rho': 60.99749560914721, 'd': 0.2562226561263047, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 99.69212264150943, 'Stressed Variance': 2926.677711532129, 'Stressed Steady State Time': 39.028554895124145, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.54,1.0,0.54,1.0,0.45,0.9375,0.45,0.7125,0.45,1.0,1.0,1.0,0.975,1.0
"[{'sigma_u': 0.5799456132296006, 'sigma_b': 0.4200543867703995, 'rho': 60.99749560914721, 'd': 0.2562226561263047, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 99.69212264150943, 'Stressed Variance': 2926.677711532129, 'Stressed Steady State Time': 39.028554895124145, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.54,1.0,0.54,1.0,0.45,0.9375,0.45,0.7125,0.45,1.0,1.0,1.0,0.975,1.0
"[{'sigma_u': 0.5799456132296006, 'sigma_b': 0.4200543867703995, 'rho': 60.99749560914721, 'd': 0.2562226561263047, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 99.69212264150943, 'Stressed Variance': 2926.677711532129, 'Stressed Steady State Time': 39.028554895124145, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.54,1.0,0.54,1.0,0.45,0.9375,0.45,0.7125,0.45,1.0,1.0,1.0,0.975,1.0
"[{'sigma_u': 0.5799456132296006, 'sigma_b': 0.4200543867703995, 'rho': 60.99749560914721, 'd': 0.2562226561263047, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 99.69212264150943, 'Stressed Variance': 2926.677711532129, 'Stressed Steady State Time': 39.028554895124145, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.54,1.0,0.54,1.0,0.45,0.9375,0.45,0.7125,0.45,1.0,1.0,1.0,0.975,1.0
"[{'sigma_u': 0.589105069043258, 'sigma_b': 0.41089493095674195, 'rho': 62.377603713828385, 'd': 0.25630641171240526, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 99.86948113207548, 'Stressed Variance': 3023.4814082213425, 'Stressed Steady State Time': 39.0158011779305, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.55,1.0,0.55,1.0,0.525,0.9125,0.6125,0.775,0.45,0.925,1.0,1.0,0.9875,1.0
"[{'sigma_u': 0.589105069043258, 'sigma_b': 0.41089493095674195, 'rho': 62.377603713828385, 'd': 0.25630641171240526, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 99.86948113207548, 'Stressed Variance': 3023.4814082213425, 'Stressed Steady State Time': 39.0158011779305, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.55,1.0,0.55,1.0,0.525,0.9125,0.6125,0.775,0.45,0.925,1.0,1.0,0.9875,1.0
"[{'sigma_u': 0.589105069043258, 'sigma_b': 0.41089493095674195, 'rho': 62.377603713828385, 'd': 0.25630641171240526, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 99.86948113207548, 'Stressed Variance': 3023.4814082213425, 'Stressed Steady State Time': 39.0158011779305, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.55,1.0,0.55,1.0,0.525,0.9125,0.6125,0.775,0.45,0.925,1.0,1.0,0.9875,1.0
"[{'sigma_u': 0.589105069043258, 'sigma_b': 0.41089493095674195, 'rho': 62.377603713828385, 'd': 0.25630641171240526, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 99.86948113207548, 'Stressed Variance': 3023.4814082213425, 'Stressed Steady State Time': 39.0158011779305, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.55,1.0,0.55,1.0,0.525,0.9125,0.6125,0.775,0.45,0.925,1.0,1.0,0.9875,1.0
"[{'sigma_u': 0.589105069043258, 'sigma_b': 0.41089493095674195, 'rho': 62.377603713828385, 'd': 0.25630641171240526, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 99.86948113207548, 'Stressed Variance': 3023.4814082213425, 'Stressed Steady State Time': 39.0158011779305, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.55,1.0,0.55,1.0,0.525,0.9125,0.6125,0.775,0.45,0.925,1.0,1.0,0.9875,1.0
"[{'sigma_u': 0.589105069043258, 'sigma_b': 0.41089493095674195, 'rho': 62.377603713828385, 'd': 0.25630641171240526, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 99.86948113207548, 'Stressed Variance': 3023.4814082213425, 'Stressed Steady State Time': 39.0158011779305, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.55,1.0,0.55,1.0,0.525,0.9125,0.6125,0.775,0.45,0.925,1.0,1.0,0.9875,1.0
"[{'sigma_u': 0.589105069043258, 'sigma_b': 0.41089493095674195, 'rho': 62.377603713828385, 'd': 0.25630641171240526, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 99.86948113207548, 'Stressed Variance': 3023.4814082213425, 'Stressed Steady State Time': 39.0158011779305, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.55,1.0,0.55,1.0,0.525,0.9125,0.6125,0.775,0.45,0.925,1.0,1.0,0.9875,1.0
"[{'sigma_u': 0.589105069043258, 'sigma_b': 0.41089493095674195, 'rho': 62.377603713828385, 'd': 0.25630641171240526, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 99.86948113207548, 'Stressed Variance': 3023.4814082213425, 'Stressed Steady State Time': 39.0158011779305, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.55,1.0,0.55,1.0,0.525,0.9125,0.6125,0.775,0.45,0.925,1.0,1.0,0.9875,1.0
"[{'sigma_u': 0.589105069043258, 'sigma_b': 0.41089493095674195, 'rho': 62.377603713828385, 'd': 0.25630641171240526, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 99.86948113207548, 'Stressed Variance': 3023.4814082213425, 'Stressed Steady State Time': 39.0158011779305, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.55,1.0,0.55,1.0,0.525,0.9125,0.6125,0.775,0.45,0.925,1.0,1.0,0.9875,1.0
"[{'sigma_u': 0.589105069043258, 'sigma_b': 0.41089493095674195, 'rho': 62.377603713828385, 'd': 0.25630641171240526, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 99.86948113207548, 'Stressed Variance': 3023.4814082213425, 'Stressed Steady State Time': 39.0158011779305, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.55,1.0,0.55,1.0,0.525,0.9125,0.6125,0.775,0.45,0.925,1.0,1.0,0.9875,1.0
"[{'sigma_u': 0.5980308626883157, 'sigma_b': 0.40196913731168427, 'rho': 63.78244621383319, 'd': 0.2563857488020343, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 98.43542452830188, 'Stressed Variance': 3207.330830008455, 'Stressed Steady State Time': 39.003727963528114, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.56,1.0,0.56,0.9875,0.5875,0.95,0.5625,0.8125,0.45,0.9875,0.9875,1.0,0.975,1.0
"[{'sigma_u': 0.5980308626883157, 'sigma_b': 0.40196913731168427, 'rho': 63.78244621383319, 'd': 0.2563857488020343, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 98.43542452830188, 'Stressed Variance': 3207.330830008455, 'Stressed Steady State Time': 39.003727963528114, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.56,1.0,0.56,0.9875,0.5875,0.95,0.5625,0.8125,0.45,0.9875,0.9875,1.0,0.975,1.0
"[{'sigma_u': 0.5980308626883157, 'sigma_b': 0.40196913731168427, 'rho': 63.78244621383319, 'd': 0.2563857488020343, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 98.43542452830188, 'Stressed Variance': 3207.330830008455, 'Stressed Steady State Time': 39.003727963528114, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.56,1.0,0.56,0.9875,0.5875,0.95,0.5625,0.8125,0.45,0.9875,0.9875,1.0,0.975,1.0
"[{'sigma_u': 0.5980308626883157, 'sigma_b': 0.40196913731168427, 'rho': 63.78244621383319, 'd': 0.2563857488020343, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 98.43542452830188, 'Stressed Variance': 3207.330830008455, 'Stressed Steady State Time': 39.003727963528114, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.56,1.0,0.56,0.9875,0.5875,0.95,0.5625,0.8125,0.45,0.9875,0.9875,1.0,0.975,1.0
"[{'sigma_u': 0.5980308626883157, 'sigma_b': 0.40196913731168427, 'rho': 63.78244621383319, 'd': 0.2563857488020343, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 98.43542452830188, 'Stressed Variance': 3207.330830008455, 'Stressed Steady State Time': 39.003727963528114, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.56,1.0,0.56,0.9875,0.5875,0.95,0.5625,0.8125,0.45,0.9875,0.9875,1.0,0.975,1.0
"[{'sigma_u': 0.5980308626883157, 'sigma_b': 0.40196913731168427, 'rho': 63.78244621383319, 'd': 0.2563857488020343, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 98.43542452830188, 'Stressed Variance': 3207.330830008455, 'Stressed Steady State Time': 39.003727963528114, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.56,1.0,0.56,0.9875,0.5875,0.95,0.5625,0.8125,0.45,0.9875,0.9875,1.0,0.975,1.0
"[{'sigma_u': 0.5980308626883157, 'sigma_b': 0.40196913731168427, 'rho': 63.78244621383319, 'd': 0.2563857488020343, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 98.43542452830188, 'Stressed Variance': 3207.330830008455, 'Stressed Steady State Time': 39.003727963528114, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.56,1.0,0.56,0.9875,0.5875,0.95,0.5625,0.8125,0.45,0.9875,0.9875,1.0,0.975,1.0
"[{'sigma_u': 0.5980308626883157, 'sigma_b': 0.40196913731168427, 'rho': 63.78244621383319, 'd': 0.2563857488020343, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 98.43542452830188, 'Stressed Variance': 3207.330830008455, 'Stressed Steady State Time': 39.003727963528114, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.56,1.0,0.56,0.9875,0.5875,0.95,0.5625,0.8125,0.45,0.9875,0.9875,1.0,0.975,1.0
"[{'sigma_u': 0.5980308626883157, 'sigma_b': 0.40196913731168427, 'rho': 63.78244621383319, 'd': 0.2563857488020343, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 98.43542452830188, 'Stressed Variance': 3207.330830008455, 'Stressed Steady State Time': 39.003727963528114, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.56,1.0,0.56,0.9875,0.5875,0.95,0.5625,0.8125,0.45,0.9875,0.9875,1.0,0.975,1.0
"[{'sigma_u': 0.5980308626883157, 'sigma_b': 0.40196913731168427, 'rho': 63.78244621383319, 'd': 0.2563857488020343, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 98.43542452830188, 'Stressed Variance': 3207.330830008455, 'Stressed Steady State Time': 39.003727963528114, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.56,1.0,0.56,0.9875,0.5875,0.95,0.5625,0.8125,0.45,0.9875,0.9875,1.0,0.975,1.0
"[{'sigma_u': 0.6067276530253227, 'sigma_b': 0.39327234697467733, 'rho': 65.21205325255008, 'd': 0.2564609723366801, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 97.96985981308411, 'Stressed Variance': 3298.91521306446, 'Stressed Steady State Time': 38.99228763303632, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.5700000000000001,1.0,0.5700000000000001,0.9625,0.525,0.8625,0.4875,0.7375,0.45,0.975,1.0,1.0,0.95,1.0
"[{'sigma_u': 0.6067276530253227, 'sigma_b': 0.39327234697467733, 'rho': 65.21205325255008, 'd': 0.2564609723366801, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 97.96985981308411, 'Stressed Variance': 3298.91521306446, 'Stressed Steady State Time': 38.99228763303632, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.5700000000000001,1.0,0.5700000000000001,0.9625,0.525,0.8625,0.4875,0.7375,0.45,0.975,1.0,1.0,0.95,1.0
"[{'sigma_u': 0.6067276530253227, 'sigma_b': 0.39327234697467733, 'rho': 65.21205325255008, 'd': 0.2564609723366801, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 97.96985981308411, 'Stressed Variance': 3298.91521306446, 'Stressed Steady State Time': 38.99228763303632, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.5700000000000001,1.0,0.5700000000000001,0.9625,0.525,0.8625,0.4875,0.7375,0.45,0.975,1.0,1.0,0.95,1.0
"[{'sigma_u': 0.6067276530253227, 'sigma_b': 0.39327234697467733, 'rho': 65.21205325255008, 'd': 0.2564609723366801, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 97.96985981308411, 'Stressed Variance': 3298.91521306446, 'Stressed Steady State Time': 38.99228763303632, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.5700000000000001,1.0,0.5700000000000001,0.9625,0.525,0.8625,0.4875,0.7375,0.45,0.975,1.0,1.0,0.95,1.0
"[{'sigma_u': 0.6067276530253227, 'sigma_b': 0.39327234697467733, 'rho': 65.21205325255008, 'd': 0.2564609723366801, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 97.96985981308411, 'Stressed Variance': 3298.91521306446, 'Stressed Steady State Time': 38.99228763303632, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.5700000000000001,1.0,0.5700000000000001,0.9625,0.525,0.8625,0.4875,0.7375,0.45,0.975,1.0,1.0,0.95,1.0
"[{'sigma_u': 0.6067276530253227, 'sigma_b': 0.39327234697467733, 'rho': 65.21205325255008, 'd': 0.2564609723366801, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 97.96985981308411, 'Stressed Variance': 3298.91521306446, 'Stressed Steady State Time': 38.99228763303632, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.5700000000000001,1.0,0.5700000000000001,0.9625,0.525,0.8625,0.4875,0.7375,0.45,0.975,1.0,1.0,0.95,1.0
"[{'sigma_u': 0.6067276530253227, 'sigma_b': 0.39327234697467733, 'rho': 65.21205325255008, 'd': 0.2564609723366801, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 97.96985981308411, 'Stressed Variance': 3298.91521306446, 'Stressed Steady State Time': 38.99228763303632, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.5700000000000001,1.0,0.5700000000000001,0.9625,0.525,0.8625,0.4875,0.7375,0.45,0.975,1.0,1.0,0.95,1.0
