Parameter Sets,Stats,CV Ratio,Normal CV,Stress CV,SVM (rbf) Accuracy,SVM (linear) Accuracy,Random Forest Accuracy,Logistic Regression Accuracy,MLP Accuracy,Random Classifier Accuracy,Vanilla LSTM Accuracy,IY001A Accuracy,Vanilla Transformer Accuracy,Full Transformer Accuracy,IY006B Transformer Accuracy
"[{'sigma_u': 18.0, 'sigma_b': 3.3949503274878037, 'rho': 212.1120256403534, 'd': 0.7238265023385777, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.47666666666667, 'Stressed Variance': 429.5063494949496, 'Stressed Steady State Time': 13.815465401849007}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.3800000000000008,0.32,0.4416000000000002,1.0,0.5375,0.925,0.5125,0.55,0.45,0.6875,0.9875,0.6,0.8125,0.85
"[{'sigma_u': 18.0, 'sigma_b': 3.3949503274878037, 'rho': 212.1120256403534, 'd': 0.7238265023385777, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.47666666666667, 'Stressed Variance': 429.5063494949496, 'Stressed Steady State Time': 13.815465401849007}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.3800000000000008,0.32,0.4416000000000002,1.0,0.5375,0.925,0.5125,0.55,0.45,0.6875,0.9875,0.6,0.8125,0.85
"[{'sigma_u': 18.0, 'sigma_b': 3.3949503274878037, 'rho': 212.1120256403534, 'd': 0.7238265023385777, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.47666666666667, 'Stressed Variance': 429.5063494949496, 'Stressed Steady State Time': 13.815465401849007}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.3800000000000008,0.32,0.4416000000000002,1.0,0.5375,0.925,0.5125,0.55,0.45,0.6875,0.9875,0.6,0.8125,0.85
"[{'sigma_u': 18.0, 'sigma_b': 3.3949503274878037, 'rho': 212.1120256403534, 'd': 0.7238265023385777, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.47666666666667, 'Stressed Variance': 429.5063494949496, 'Stressed Steady State Time': 13.815465401849007}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.3800000000000008,0.32,0.4416000000000002,1.0,0.5375,0.925,0.5125,0.55,0.45,0.6875,0.9875,0.6,0.8125,0.85
"[{'sigma_u': 18.0, 'sigma_b': 3.3949503274878037, 'rho': 212.1120256403534, 'd': 0.7238265023385777, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.47666666666667, 'Stressed Variance': 429.5063494949496, 'Stressed Steady State Time': 13.815465401849007}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.3800000000000008,0.32,0.4416000000000002,1.0,0.5375,0.925,0.5125,0.55,0.45,0.6875,0.9875,0.6,0.8125,0.85
"[{'sigma_u': 18.0, 'sigma_b': 3.3949503274878037, 'rho': 212.1120256403534, 'd': 0.7238265023385777, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.47666666666667, 'Stressed Variance': 429.5063494949496, 'Stressed Steady State Time': 13.815465401849007}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.3800000000000008,0.32,0.4416000000000002,1.0,0.5375,0.925,0.5125,0.55,0.45,0.6875,0.9875,0.6,0.8125,0.85
"[{'sigma_u': 18.0, 'sigma_b': 3.3949503274878037, 'rho': 212.1120256403534, 'd': 0.7238265023385777, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.47666666666667, 'Stressed Variance': 429.5063494949496, 'Stressed Steady State Time': 13.815465401849007}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.3800000000000008,0.32,0.4416000000000002,1.0,0.5375,0.925,0.5125,0.55,0.45,0.6875,0.9875,0.6,0.8125,0.85
"[{'sigma_u': 18.0, 'sigma_b': 3.3949503274878037, 'rho': 212.1120256403534, 'd': 0.7238265023385777, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.47666666666667, 'Stressed Variance': 429.5063494949496, 'Stressed Steady State Time': 13.815465401849007}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.3800000000000008,0.32,0.4416000000000002,1.0,0.5375,0.925,0.5125,0.55,0.45,0.6875,0.9875,0.6,0.8125,0.85
"[{'sigma_u': 18.0, 'sigma_b': 3.3949503274878037, 'rho': 212.1120256403534, 'd': 0.7238265023385777, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.47666666666667, 'Stressed Variance': 429.5063494949496, 'Stressed Steady State Time': 13.815465401849007}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.3800000000000008,0.32,0.4416000000000002,1.0,0.5375,0.925,0.5125,0.55,0.45,0.6875,0.9875,0.6,0.8125,0.85
"[{'sigma_u': 18.0, 'sigma_b': 3.3949503274878037, 'rho': 212.1120256403534, 'd': 0.7238265023385777, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.47666666666667, 'Stressed Variance': 429.5063494949496, 'Stressed Steady State Time': 13.815465401849007}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.3800000000000008,0.32,0.4416000000000002,1.0,0.5375,0.925,0.5125,0.55,0.45,0.6875,0.9875,0.6,0.8125,0.85
"[{'sigma_u': 18.0, 'sigma_b': 3.348017870571148, 'rho': 214.6515779052994, 'd': 0.723954617068632, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.627916666666664, 'Stressed Variance': 432.70265247790405, 'Stressed Steady State Time': 13.813020546082083}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.3900000000000008,0.32,0.4448000000000002,0.975,0.55,0.875,0.5625,0.6,0.45,0.575,0.9875,0.5125,0.4875,0.925
"[{'sigma_u': 18.0, 'sigma_b': 3.348017870571148, 'rho': 214.6515779052994, 'd': 0.723954617068632, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.627916666666664, 'Stressed Variance': 432.70265247790405, 'Stressed Steady State Time': 13.813020546082083}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.3900000000000008,0.32,0.4448000000000002,0.975,0.55,0.875,0.5625,0.6,0.45,0.575,0.9875,0.5125,0.4875,0.925
"[{'sigma_u': 18.0, 'sigma_b': 3.348017870571148, 'rho': 214.6515779052994, 'd': 0.723954617068632, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.627916666666664, 'Stressed Variance': 432.70265247790405, 'Stressed Steady State Time': 13.813020546082083}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.3900000000000008,0.32,0.4448000000000002,0.975,0.55,0.875,0.5625,0.6,0.45,0.575,0.9875,0.5125,0.4875,0.925
"[{'sigma_u': 18.0, 'sigma_b': 3.348017870571148, 'rho': 214.6515779052994, 'd': 0.723954617068632, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.627916666666664, 'Stressed Variance': 432.70265247790405, 'Stressed Steady State Time': 13.813020546082083}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.3900000000000008,0.32,0.4448000000000002,0.975,0.55,0.875,0.5625,0.6,0.45,0.575,0.9875,0.5125,0.4875,0.925
"[{'sigma_u': 18.0, 'sigma_b': 3.348017870571148, 'rho': 214.6515779052994, 'd': 0.723954617068632, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.627916666666664, 'Stressed Variance': 432.70265247790405, 'Stressed Steady State Time': 13.813020546082083}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.3900000000000008,0.32,0.4448000000000002,0.975,0.55,0.875,0.5625,0.6,0.45,0.575,0.9875,0.5125,0.4875,0.925
"[{'sigma_u': 18.0, 'sigma_b': 3.348017870571148, 'rho': 214.6515779052994, 'd': 0.723954617068632, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.627916666666664, 'Stressed Variance': 432.70265247790405, 'Stressed Steady State Time': 13.813020546082083}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.3900000000000008,0.32,0.4448000000000002,0.975,0.55,0.875,0.5625,0.6,0.45,0.575,0.9875,0.5125,0.4875,0.925
"[{'sigma_u': 18.0, 'sigma_b': 3.348017870571148, 'rho': 214.6515779052994, 'd': 0.723954617068632, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.627916666666664, 'Stressed Variance': 432.70265247790405, 'Stressed Steady State Time': 13.813020546082083}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.3900000000000008,0.32,0.4448000000000002,0.975,0.55,0.875,0.5625,0.6,0.45,0.575,0.9875,0.5125,0.4875,0.925
"[{'sigma_u': 18.0, 'sigma_b': 3.348017870571148, 'rho': 214.6515779052994, 'd': 0.723954617068632, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.627916666666664, 'Stressed Variance': 432.70265247790405, 'Stressed Steady State Time': 13.813020546082083}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.3900000000000008,0.32,0.4448000000000002,0.975,0.55,0.875,0.5625,0.6,0.45,0.575,0.9875,0.5125,0.4875,0.925
"[{'sigma_u': 18.0, 'sigma_b': 3.348017870571148, 'rho': 214.6515779052994, 'd': 0.723954617068632, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.627916666666664, 'Stressed Variance': 432.70265247790405, 'Stressed Steady State Time': 13.813020546082083}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.3900000000000008,0.32,0.4448000000000002,0.975,0.55,0.875,0.5625,0.6,0.45,0.575,0.9875,0.5125,0.4875,0.925
"[{'sigma_u': 18.0, 'sigma_b': 3.348017870571148, 'rho': 214.6515779052994, 'd': 0.723954617068632, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.627916666666664, 'Stressed Variance': 432.70265247790405, 'Stressed Steady State Time': 13.813020546082083}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.3900000000000008,0.32,0.4448000000000002,0.975,0.55,0.875,0.5625,0.6,0.45,0.575,0.9875,0.5125,0.4875,0.925
"[{'sigma_u': 18.0, 'sigma_b': 3.302069200744165, 'rho': 217.20784040576092, 'd': 0.7240806204193443, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.614886363636366, 'Stressed Variance': 447.4876344567838, 'Stressed Steady State Time': 13.810616826353668}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.4000000000000008,0.32,0.4480000000000003,0.9875,0.475,0.9125,0.475,0.5875,0.45,0.525,1.0,0.4375,0.9125,0.9
"[{'sigma_u': 18.0, 'sigma_b': 3.302069200744165, 'rho': 217.20784040576092, 'd': 0.7240806204193443, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.614886363636366, 'Stressed Variance': 447.4876344567838, 'Stressed Steady State Time': 13.810616826353668}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.4000000000000008,0.32,0.4480000000000003,0.9875,0.475,0.9125,0.475,0.5875,0.45,0.525,1.0,0.4375,0.9125,0.9
"[{'sigma_u': 18.0, 'sigma_b': 3.302069200744165, 'rho': 217.20784040576092, 'd': 0.7240806204193443, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.614886363636366, 'Stressed Variance': 447.4876344567838, 'Stressed Steady State Time': 13.810616826353668}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.4000000000000008,0.32,0.4480000000000003,0.9875,0.475,0.9125,0.475,0.5875,0.45,0.525,1.0,0.4375,0.9125,0.9375
"[{'sigma_u': 18.0, 'sigma_b': 3.302069200744165, 'rho': 217.20784040576092, 'd': 0.7240806204193443, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.614886363636366, 'Stressed Variance': 447.4876344567838, 'Stressed Steady State Time': 13.810616826353668}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.4000000000000008,0.32,0.4480000000000003,0.9875,0.475,0.9125,0.475,0.5875,0.45,0.525,1.0,0.4375,0.9125,0.9
"[{'sigma_u': 18.0, 'sigma_b': 3.302069200744165, 'rho': 217.20784040576092, 'd': 0.7240806204193443, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.614886363636366, 'Stressed Variance': 447.4876344567838, 'Stressed Steady State Time': 13.810616826353668}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.4000000000000008,0.32,0.4480000000000003,0.9875,0.475,0.9125,0.475,0.5875,0.45,0.525,1.0,0.4375,0.9125,0.9
"[{'sigma_u': 18.0, 'sigma_b': 3.302069200744165, 'rho': 217.20784040576092, 'd': 0.7240806204193443, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.614886363636366, 'Stressed Variance': 447.4876344567838, 'Stressed Steady State Time': 13.810616826353668}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.4000000000000008,0.32,0.4480000000000003,0.9875,0.475,0.9125,0.475,0.5875,0.45,0.525,1.0,0.4375,0.9125,0.9
"[{'sigma_u': 18.0, 'sigma_b': 3.302069200744165, 'rho': 217.20784040576092, 'd': 0.7240806204193443, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.614886363636366, 'Stressed Variance': 447.4876344567838, 'Stressed Steady State Time': 13.810616826353668}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.4000000000000008,0.32,0.4480000000000003,0.9875,0.475,0.9125,0.475,0.5875,0.45,0.525,1.0,0.4375,0.9125,0.9
"[{'sigma_u': 18.0, 'sigma_b': 3.302069200744165, 'rho': 217.20784040576092, 'd': 0.7240806204193443, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.614886363636366, 'Stressed Variance': 447.4876344567838, 'Stressed Steady State Time': 13.810616826353668}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.4000000000000008,0.32,0.4480000000000003,0.9875,0.475,0.9125,0.475,0.5875,0.45,0.525,1.0,0.4375,0.9125,0.9
"[{'sigma_u': 18.0, 'sigma_b': 3.302069200744165, 'rho': 217.20784040576092, 'd': 0.7240806204193443, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.614886363636366, 'Stressed Variance': 447.4876344567838, 'Stressed Steady State Time': 13.810616826353668}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.4000000000000008,0.32,0.4480000000000003,0.9875,0.475,0.9125,0.475,0.5875,0.45,0.525,1.0,0.4375,0.9125,0.9
"[{'sigma_u': 18.0, 'sigma_b': 3.302069200744165, 'rho': 217.20784040576092, 'd': 0.7240806204193443, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.614886363636366, 'Stressed Variance': 447.4876344567838, 'Stressed Steady State Time': 13.810616826353668}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.4000000000000008,0.32,0.4480000000000003,0.9875,0.475,0.9125,0.475,0.5875,0.45,0.525,1.0,0.4375,0.9125,0.9
"[{'sigma_u': 18.0, 'sigma_b': 3.257076133786358, 'rho': 219.7808372641229, 'd': 0.7242045563939645, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.71128787878788, 'Stressed Variance': 448.42596349288334, 'Stressed Steady State Time': 13.808253361167806}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.4100000000000008,0.32,0.4512000000000002,0.9875,0.55,0.875,0.5375,0.6125,0.45,0.475,0.9875,0.5,0.4625,0.9625
"[{'sigma_u': 18.0, 'sigma_b': 3.257076133786358, 'rho': 219.7808372641229, 'd': 0.7242045563939645, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.71128787878788, 'Stressed Variance': 448.42596349288334, 'Stressed Steady State Time': 13.808253361167806}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.4100000000000008,0.32,0.4512000000000002,0.9875,0.55,0.875,0.5375,0.6125,0.45,0.475,0.9875,0.5,0.4625,0.9625
"[{'sigma_u': 18.0, 'sigma_b': 3.257076133786358, 'rho': 219.7808372641229, 'd': 0.7242045563939645, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.71128787878788, 'Stressed Variance': 448.42596349288334, 'Stressed Steady State Time': 13.808253361167806}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.4100000000000008,0.32,0.4512000000000002,0.9875,0.55,0.875,0.5375,0.6125,0.45,0.475,0.9875,0.5,0.4625,0.9625
"[{'sigma_u': 18.0, 'sigma_b': 3.257076133786358, 'rho': 219.7808372641229, 'd': 0.7242045563939645, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.71128787878788, 'Stressed Variance': 448.42596349288334, 'Stressed Steady State Time': 13.808253361167806}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.4100000000000008,0.32,0.4512000000000002,0.9875,0.55,0.875,0.5375,0.6125,0.45,0.475,0.9875,0.5,0.4625,0.9625
"[{'sigma_u': 18.0, 'sigma_b': 3.257076133786358, 'rho': 219.7808372641229, 'd': 0.7242045563939645, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.71128787878788, 'Stressed Variance': 448.42596349288334, 'Stressed Steady State Time': 13.808253361167806}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.4100000000000008,0.32,0.4512000000000002,0.9875,0.55,0.875,0.5375,0.6125,0.45,0.475,0.9875,0.5,0.4625,0.9625
