Parameter Sets,Stats,CV Ratio,Normal CV,Stress CV,SVM (rbf) Accuracy,SVM (linear) Accuracy,Random Forest Accuracy,Logistic Regression Accuracy,MLP Accuracy,Random Classifier Accuracy,Vanilla LSTM Accuracy,IY001A Accuracy,Vanilla Transformer Accuracy,Full Transformer Accuracy
"[{'sigma_u': 18.0, 'sigma_b': 3.6454356338448064, 'rho': 199.6640257974773, 'd': 0.7231526370589171, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.27875, 'Stressed Variance': 393.81051813446965, 'Stressed Steady State Time': 13.828339257214482}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.3300000000000007,0.32,0.42560000000000026,0.975,0.55,0.8375,0.5875,0.575,0.45,0.6375,0.9875,0.5125,0.7125
"[{'sigma_u': 18.0, 'sigma_b': 3.6454356338448064, 'rho': 199.6640257974773, 'd': 0.7231526370589171, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.27875, 'Stressed Variance': 393.81051813446965, 'Stressed Steady State Time': 13.828339257214482}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.3300000000000007,0.32,0.42560000000000026,0.975,0.55,0.8375,0.5875,0.575,0.45,0.6375,0.9875,0.5125,0.7125
"[{'sigma_u': 18.0, 'sigma_b': 3.6454356338448064, 'rho': 199.6640257974773, 'd': 0.7231526370589171, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.27875, 'Stressed Variance': 393.81051813446965, 'Stressed Steady State Time': 13.828339257214482}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.3300000000000007,0.32,0.42560000000000026,0.975,0.55,0.8375,0.5875,0.575,0.45,0.6375,0.9875,0.5125,0.7125
"[{'sigma_u': 18.0, 'sigma_b': 3.6454356338448064, 'rho': 199.6640257974773, 'd': 0.7231526370589171, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.27875, 'Stressed Variance': 393.81051813446965, 'Stressed Steady State Time': 13.828339257214482}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.3300000000000007,0.32,0.42560000000000026,0.975,0.55,0.8375,0.5875,0.575,0.45,0.6375,0.9875,0.5125,0.7125
"[{'sigma_u': 18.0, 'sigma_b': 3.6454356338448064, 'rho': 199.6640257974773, 'd': 0.7231526370589171, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.27875, 'Stressed Variance': 393.81051813446965, 'Stressed Steady State Time': 13.828339257214482}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.3300000000000007,0.32,0.42560000000000026,0.975,0.55,0.8375,0.5875,0.575,0.45,0.6375,0.9875,0.5125,0.7125
"[{'sigma_u': 18.0, 'sigma_b': 3.6454356338448064, 'rho': 199.6640257974773, 'd': 0.7231526370589171, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.27875, 'Stressed Variance': 393.81051813446965, 'Stressed Steady State Time': 13.828339257214482}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.3300000000000007,0.32,0.42560000000000026,0.975,0.55,0.8375,0.5875,0.575,0.45,0.6375,0.9875,0.5125,0.7125
"[{'sigma_u': 18.0, 'sigma_b': 3.6454356338448064, 'rho': 199.6640257974773, 'd': 0.7231526370589171, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.27875, 'Stressed Variance': 393.81051813446965, 'Stressed Steady State Time': 13.828339257214482}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.3300000000000007,0.32,0.42560000000000026,0.975,0.55,0.8375,0.5875,0.575,0.45,0.6375,0.9875,0.5125,0.7125
"[{'sigma_u': 18.0, 'sigma_b': 3.6454356338448064, 'rho': 199.6640257974773, 'd': 0.7231526370589171, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.27875, 'Stressed Variance': 393.81051813446965, 'Stressed Steady State Time': 13.828339257214482}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.3300000000000007,0.32,0.42560000000000026,0.975,0.55,0.8375,0.5875,0.575,0.45,0.6375,0.9875,0.5125,0.7125
"[{'sigma_u': 18.0, 'sigma_b': 3.5931211935991625, 'rho': 202.12041275797048, 'd': 0.7232920093343842, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.40621212121212, 'Stressed Variance': 395.21090080348944, 'Stressed Steady State Time': 13.825674652762427}, {'Normal Mean': 46.42189393939394, 'Normal Variance': 221.9824600493572, 'Normal Steady State Time': 13.610205889568428})",1.3400000000000007,0.32,0.42880000000000024,0.9625,0.475,0.825,0.4875,0.525,0.45,0.475,0.9625,0.4625,0.6625
"[{'sigma_u': 18.0, 'sigma_b': 3.5931211935991625, 'rho': 202.12041275797048, 'd': 0.7232920093343842, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.3957196969697, 'Stressed Variance': 397.75882258809685, 'Stressed Steady State Time': 13.825674652762427}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.3400000000000007,0.32,0.42880000000000024,0.9625,0.5375,0.7625,0.5375,0.5625,0.45,0.475,1.0,0.5125,0.5375
"[{'sigma_u': 18.0, 'sigma_b': 3.5931211935991625, 'rho': 202.12041275797048, 'd': 0.7232920093343842, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.3957196969697, 'Stressed Variance': 397.75882258809685, 'Stressed Steady State Time': 13.825674652762427}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.3400000000000007,0.32,0.42880000000000024,0.9625,0.5375,0.7625,0.5375,0.5625,0.45,0.475,1.0,0.5125,0.5375
"[{'sigma_u': 18.0, 'sigma_b': 3.5931211935991625, 'rho': 202.12041275797048, 'd': 0.7232920093343842, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.3957196969697, 'Stressed Variance': 397.75882258809685, 'Stressed Steady State Time': 13.825674652762427}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.3400000000000007,0.32,0.42880000000000024,0.9625,0.5375,0.7625,0.5375,0.5625,0.45,0.475,1.0,0.5125,0.5375
"[{'sigma_u': 18.0, 'sigma_b': 3.5931211935991625, 'rho': 202.12041275797048, 'd': 0.7232920093343842, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.3957196969697, 'Stressed Variance': 397.75882258809685, 'Stressed Steady State Time': 13.825674652762427}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.3400000000000007,0.32,0.42880000000000024,0.9625,0.5375,0.7625,0.5375,0.5625,0.45,0.475,1.0,0.5125,0.5375
"[{'sigma_u': 18.0, 'sigma_b': 3.5931211935991625, 'rho': 202.12041275797048, 'd': 0.7232920093343842, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.3957196969697, 'Stressed Variance': 397.75882258809685, 'Stressed Steady State Time': 13.825674652762427}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.3400000000000007,0.32,0.42880000000000024,0.9625,0.5375,0.7625,0.5375,0.5625,0.45,0.475,1.0,0.5125,0.5375
"[{'sigma_u': 18.0, 'sigma_b': 3.5931211935991625, 'rho': 202.12041275797048, 'd': 0.7232920093343842, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.3957196969697, 'Stressed Variance': 397.75882258809685, 'Stressed Steady State Time': 13.825674652762427}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.3400000000000007,0.32,0.42880000000000024,0.9625,0.5375,0.7625,0.5375,0.5625,0.45,0.475,1.0,0.5125,0.5375
"[{'sigma_u': 18.0, 'sigma_b': 3.5931211935991625, 'rho': 202.12041275797048, 'd': 0.7232920093343842, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.3957196969697, 'Stressed Variance': 397.75882258809685, 'Stressed Steady State Time': 13.825674652762427}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.3400000000000007,0.32,0.42880000000000024,0.9625,0.5375,0.7625,0.5375,0.5625,0.45,0.475,1.0,0.5125,0.5375
"[{'sigma_u': 18.0, 'sigma_b': 3.5931211935991625, 'rho': 202.12041275797048, 'd': 0.7232920093343842, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.3957196969697, 'Stressed Variance': 397.75882258809685, 'Stressed Steady State Time': 13.825674652762427}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.3400000000000007,0.32,0.42880000000000024,0.9625,0.5375,0.7625,0.5375,0.5625,0.45,0.475,1.0,0.5125,0.5375
"[{'sigma_u': 18.0, 'sigma_b': 3.5931211935991625, 'rho': 202.12041275797048, 'd': 0.7232920093343842, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.3957196969697, 'Stressed Variance': 397.75882258809685, 'Stressed Steady State Time': 13.825674652762427}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.3400000000000007,0.32,0.42880000000000024,0.9625,0.5375,0.7625,0.5375,0.5625,0.45,0.475,1.0,0.5125,0.5375
"[{'sigma_u': 18.0, 'sigma_b': 3.5419490165790957, 'rho': 204.59337890173066, 'd': 0.7234290326121856, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.348030303030306, 'Stressed Variance': 405.60879915059695, 'Stressed Steady State Time': 13.823055958774024}, {'Normal Mean': 46.42189393939394, 'Normal Variance': 221.9824600493572, 'Normal Steady State Time': 13.610205889568428})",1.3500000000000008,0.32,0.4320000000000003,0.975,0.5,0.825,0.475,0.5125,0.45,0.575,1.0,0.4625,0.775
"[{'sigma_u': 18.0, 'sigma_b': 3.5419490165790957, 'rho': 204.59337890173066, 'd': 0.7234290326121856, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.28420454545454, 'Stressed Variance': 400.5388111096763, 'Stressed Steady State Time': 13.823055958774024}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.3500000000000008,0.32,0.4320000000000003,0.9875,0.5375,0.8625,0.525,0.5875,0.45,0.5875,0.9875,0.5,0.75
"[{'sigma_u': 18.0, 'sigma_b': 3.5419490165790957, 'rho': 204.59337890173066, 'd': 0.7234290326121856, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.28420454545454, 'Stressed Variance': 400.5388111096763, 'Stressed Steady State Time': 13.823055958774024}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.3500000000000008,0.32,0.4320000000000003,0.9875,0.5375,0.8625,0.525,0.5875,0.45,0.5875,0.9875,0.5,0.75
"[{'sigma_u': 18.0, 'sigma_b': 3.5419490165790957, 'rho': 204.59337890173066, 'd': 0.7234290326121856, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.28420454545454, 'Stressed Variance': 400.5388111096763, 'Stressed Steady State Time': 13.823055958774024}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.3500000000000008,0.32,0.4320000000000003,0.9875,0.5375,0.8625,0.525,0.5875,0.45,0.5875,0.9875,0.5,0.75
"[{'sigma_u': 18.0, 'sigma_b': 3.5419490165790957, 'rho': 204.59337890173066, 'd': 0.7234290326121856, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.28420454545454, 'Stressed Variance': 400.5388111096763, 'Stressed Steady State Time': 13.823055958774024}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.3500000000000008,0.32,0.4320000000000003,0.9875,0.5375,0.8625,0.525,0.5875,0.45,0.5875,0.9875,0.5,0.75
"[{'sigma_u': 18.0, 'sigma_b': 3.5419490165790957, 'rho': 204.59337890173066, 'd': 0.7234290326121856, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.28420454545454, 'Stressed Variance': 400.5388111096763, 'Stressed Steady State Time': 13.823055958774024}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.3500000000000008,0.32,0.4320000000000003,0.9875,0.5375,0.8625,0.525,0.5875,0.45,0.5875,0.9875,0.5,0.75
"[{'sigma_u': 18.0, 'sigma_b': 3.5419490165790957, 'rho': 204.59337890173066, 'd': 0.7234290326121856, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.28420454545454, 'Stressed Variance': 400.5388111096763, 'Stressed Steady State Time': 13.823055958774024}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.3500000000000008,0.32,0.4320000000000003,0.9875,0.5375,0.8625,0.525,0.5875,0.45,0.5875,0.9875,0.5,0.75
"[{'sigma_u': 18.0, 'sigma_b': 3.5419490165790957, 'rho': 204.59337890173066, 'd': 0.7234290326121856, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.28420454545454, 'Stressed Variance': 400.5388111096763, 'Stressed Steady State Time': 13.823055958774024}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.3500000000000008,0.32,0.4320000000000003,0.9875,0.5375,0.8625,0.525,0.5875,0.45,0.5875,0.9875,0.5,0.75
"[{'sigma_u': 18.0, 'sigma_b': 3.5419490165790957, 'rho': 204.59337890173066, 'd': 0.7234290326121856, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.28420454545454, 'Stressed Variance': 400.5388111096763, 'Stressed Steady State Time': 13.823055958774024}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.3500000000000008,0.32,0.4320000000000003,0.9875,0.5375,0.8625,0.525,0.5875,0.45,0.5875,0.9875,0.5,0.75
"[{'sigma_u': 18.0, 'sigma_b': 3.5419490165790957, 'rho': 204.59337890173066, 'd': 0.7234290326121856, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.28420454545454, 'Stressed Variance': 400.5388111096763, 'Stressed Steady State Time': 13.823055958774024}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.3500000000000008,0.32,0.4320000000000003,0.9875,0.5375,0.8625,0.525,0.5875,0.45,0.5875,0.9875,0.5,0.75
"[{'sigma_u': 18.0, 'sigma_b': 3.4918848693520657, 'rho': 207.08295197760367, 'd': 0.7235637570180479, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.50693181818182, 'Stressed Variance': 403.1574519498967, 'Stressed Steady State Time': 13.820482166232338}, {'Normal Mean': 46.42189393939394, 'Normal Variance': 221.9824600493572, 'Normal Steady State Time': 13.610205889568428})",1.3600000000000008,0.32,0.43520000000000025,0.95,0.525,0.85,0.55,0.575,0.45,0.65,1.0,0.5375,0.75
"[{'sigma_u': 18.0, 'sigma_b': 3.4918848693520657, 'rho': 207.08295197760367, 'd': 0.7235637570180479, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.48189393939394, 'Stressed Variance': 409.4270964129936, 'Stressed Steady State Time': 13.820482166232338}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.3600000000000008,0.32,0.43520000000000025,0.9875,0.6125,0.8,0.6,0.625,0.45,0.5125,1.0,0.425,0.7375
"[{'sigma_u': 18.0, 'sigma_b': 3.4918848693520657, 'rho': 207.08295197760367, 'd': 0.7235637570180479, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.48189393939394, 'Stressed Variance': 409.4270964129936, 'Stressed Steady State Time': 13.820482166232338}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.3600000000000008,0.32,0.43520000000000025,0.9875,0.6125,0.8,0.6,0.625,0.45,0.5125,1.0,0.425,0.7375
"[{'sigma_u': 18.0, 'sigma_b': 3.4918848693520657, 'rho': 207.08295197760367, 'd': 0.7235637570180479, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.48189393939394, 'Stressed Variance': 409.4270964129936, 'Stressed Steady State Time': 13.820482166232338}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.3600000000000008,0.32,0.43520000000000025,0.9875,0.6125,0.8,0.6,0.625,0.45,0.5125,1.0,0.425,0.7375
"[{'sigma_u': 18.0, 'sigma_b': 3.4918848693520657, 'rho': 207.08295197760367, 'd': 0.7235637570180479, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.48189393939394, 'Stressed Variance': 409.4270964129936, 'Stressed Steady State Time': 13.820482166232338}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.3600000000000008,0.32,0.43520000000000025,0.9875,0.6125,0.8,0.6,0.625,0.45,0.5125,1.0,0.425,0.7375
"[{'sigma_u': 18.0, 'sigma_b': 3.4918848693520657, 'rho': 207.08295197760367, 'd': 0.7235637570180479, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.48189393939394, 'Stressed Variance': 409.4270964129936, 'Stressed Steady State Time': 13.820482166232338}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.3600000000000008,0.32,0.43520000000000025,0.9875,0.6125,0.8,0.6,0.625,0.45,0.5125,1.0,0.425,0.7375
